id,order,genus,Epitet,Sp name,Complete name
139,PRIMATES,Ateles,paniscus,Ateles paniscus,"A. paniscus (Linnaeus, 1758)"
238,CARNIVORA,Atelocynus,microtis,Atelocynus microtis,"A. microtis (Sclater, 1883)"
76,CETACEA,Balaenoptera,acutorostrata,Balaenoptera acutorostrata,"B. acutorostrata Lacépède, 1804 1"
77,CETACEA,Balaenoptera,bonaerensis,Balaenoptera bonaerensis,"B. bonaerensis Burmeister, 1867 2"
78,CETACEA,Balaenoptera,borealis,Balaenoptera borealis,"B. borealis Lesson, 1828"
79,CETACEA,Balaenoptera,edeni,Balaenoptera edeni,"B. edeni Anderson, 1879 3"
80,CETACEA,Balaenoptera,musculus,Balaenoptera musculus,"B. musculus (Linnaeus, 1758)"
81,CETACEA,Balaenoptera,physalus,Balaenoptera physalus,"B. physalus (Linnaeus, 1758)"
271,CARNIVORA,Bassaricyon,alleni,Bassaricyon alleni,"B. alleni Thomas, 1880 3"
111,CETACEA,Berardius,arnuxii,Berardius arnuxii,"B. arnuxii Duvernoy, 1851 10"
470,RODENTIA,Bibimys,labiosus,Bibimys labiosus,"B. labiosus (Winge, 1887)"
471,RODENTIA,Blarinomys,breviceps,Blarinomys breviceps,"B. breviceps (Winge, 1887)"
61,ARTIODACTYLA,Blastocerus,dichotomus,Blastocerus dichotomus,"B. dichotomus (Illiger, 1815)"
62,ARTIODACTYLA,Blastocerus,dichotomus,Blastocerus dichotomus,"B. dichotomus (Illiger, 1815)"
140,PRIMATES,Brachyteles,arachnoides,Brachyteles arachnoides,"B. arachnoides (É. Geoffroy, 1806)"
141,PRIMATES,Brachyteles,hypoxanthus,Brachyteles hypoxanthus,"B. hypoxanthus (Kuhl, 1820)"
41,PILOSA,Bradypus,torquatus,Bradypus torquatus,"B. torquatus Illiger, 1811"
42,PILOSA,Bradypus,tridactylus,Bradypus tridactylus,"B. tridactylus Linnaeus, 1758"
43,PILOSA,Bradypus,variegatus,Bradypus variegatus,"B. variegatus Schinz, 1825"
472,RODENTIA,Brucepattersonius,griserufescens,Brucepattersonius griserufescens,"B. griserufescens Hershkovitz, 1998"
473,RODENTIA,Brucepattersonius,igniventris,Brucepattersonius igniventris,"B. igniventris Hershkovitz, 1998"
474,RODENTIA,Brucepattersonius,iheringi,Brucepattersonius iheringi,"B. iheringi (Thomas, 1896)"
475,RODENTIA,Brucepattersonius,soricinus,Brucepattersonius soricinus,"B. soricinus Hershkovitz, 1998"
49,CINGULATA,Cabassous,chacoensis,Cabassous chacoensis,"C. chacoensis Wetzel, 1980"
50,CINGULATA,Cabassous,tatouay,Cabassous tatouay,"C. tatouay (Desmarest, 1804)"
51,CINGULATA,Cabassous,unicinctus,Cabassous unicinctus,"C. unicinctus (Linnaeus, 1758)"
203,PRIMATES,Cacajao,ayresi,Cacajao ayresi,"C. ayresi Boubli, da Silva, Amado, Herbk, Pontual & Farias, 2008 9"
204,PRIMATES,Cacajao,calvus,Cacajao calvus,"C. calvus (I. Geoffroy, 1847)"
205,PRIMATES,Cacajao,hosomi,Cacajao hosomi,"C. hosomi Boubli, da Silva, Amado, Herbk, Pontual & Farias, 2008 9"
206,PRIMATES,Cacajao,melanocephalus,Cacajao melanocephalus,"C. melanocephalus (Humboldt, 1812) 9"
145,PRIMATES,Callibella,humilis,Callibella humilis,"C. humilis (M. G. M. van Roosmalen, T. van Roosmalen, Mittermeier & Fonseca, 1998) 2"
207,PRIMATES,Callicebus,baptista,Callicebus baptista,"C. baptista Lönnberg, 1939"
208,PRIMATES,Callicebus,barbarabrownae,Callicebus barbarabrownae,"C. barbarabrownae Hershkovitz, 1990"
209,PRIMATES,Callicebus,bernhardi,Callicebus bernhardi,"C. bernhardi M. G. M. van Roosmalen, T. van Roosmalen & Mittermeier, 2002"
210,PRIMATES,Callicebus,brunneus,Callicebus brunneus,"C. brunneus (Wagner, 1842)"
211,PRIMATES,Callicebus,caligatus,Callicebus caligatus,"C. caligatus (Wagner, 1842)"
212,PRIMATES,Callicebus,cinerascens,Callicebus cinerascens,"C. cinerascens (Spix, 1823)"
213,PRIMATES,Callicebus,coimbrai,Callicebus coimbrai,"C. coimbrai Kobayashi & Langguth, 1999"
214,PRIMATES,Callicebus,cupreus,Callicebus cupreus,"C. cupreus (Spix, 1823)"
215,PRIMATES,Callicebus,donacophilus,Callicebus donacophilus,"C. donacophilus (d’Orbigny, 1836)"
216,PRIMATES,Callicebus,dubius,Callicebus dubius,"C. dubius Hershkovitz, 1988"
217,PRIMATES,Callicebus,hoffmannsi,Callicebus hoffmannsi,"C. hoffmannsi Thomas, 1908"
218,PRIMATES,Callicebus,lucifer,Callicebus lucifer,"C. lucifer Thomas, 1914"
219,PRIMATES,Callicebus,lugens,Callicebus lugens,"C. lugens (Humboldt, 1811)"
220,PRIMATES,Callicebus,melanochir,Callicebus melanochir,"C. melanochir (Wied-Neuwied, 1820)"
221,PRIMATES,Callicebus,moloch,Callicebus moloch,"C. moloch (Hoffmannsegg, 1807)"
222,PRIMATES,Callicebus,nigrifrons,Callicebus nigrifrons,"C. nigrifrons (Spix, 1823)"
223,PRIMATES,Callicebus,pallescens,Callicebus pallescens,"C. pallescens Thomas, 1907"
224,PRIMATES,Callicebus,personatus,Callicebus personatus,"C. personatus (É. Geoffroy, 1812)"
225,PRIMATES,Callicebus,purinus,Callicebus purinus,"C. purinus Thomas, 1927"
228,PRIMATES,Callicebus,regulus,Callicebus regulus,"C. regulus Thomas, 1927"
226,PRIMATES,Callicebus,stephennashi,Callicebus stephennashi,"C. stephennashi M. G. M. van Roosmalen, T. van Roosmalen & Mittermeier, 2002"
227,PRIMATES,Callicebus,torquatus,Callicebus torquatus,"C. torquatus (Hoffmannsegg, 1807)"
146,PRIMATES,Callimico,goeldii,Callimico goeldii,"C. goeldii (Thomas, 1904)"
610,RODENTIA,Callistomys,pictus,Callistomys pictus,"C. pictus (Pictet, 1841)"
147,PRIMATES,Callithrix,aurita,Callithrix aurita,"C. aurita (É. Geoffroy, 1812)"
148,PRIMATES,Callithrix,flaviceps,Callithrix flaviceps,"C. flaviceps (Thomas, 1903)"
149,PRIMATES,Callithrix,geoffroyi,Callithrix geoffroyi,"C. geoffroyi (Humboldt, 1812)"
150,PRIMATES,Callithrix,jacchus,Callithrix jacchus,"C. jacchus (Linnaeus, 1758)"
151,PRIMATES,Callithrix,kuhlii,Callithrix kuhlii,"C. kuhlii Coimbra-Filho, 1985"
152,PRIMATES,Callithrix,penicillata,Callithrix penicillata,"C. penicillata (É. Geoffroy, 1812)"
476,RODENTIA,Calomys,callidus,Calomys callidus,"C. callidus (Thomas, 1916) 2"
477,RODENTIA,Calomys,callosus,Calomys callosus,"C. callosus (Rengger, 1830)"
478,RODENTIA,Calomys,cerqueirai,Calomys cerqueirai,"C. cerqueirai Bonvicino, Oliveira & Gentile, 2010"
479,RODENTIA,Calomys,expulsus,Calomys expulsus,"C. expulsus (Lund, 1841)"
480,RODENTIA,Calomys,laucha,Calomys laucha,"C. laucha (G. Fischer, 1814)"
481,RODENTIA,Calomys,tener,Calomys tener,"C. tener (Winge, 1887)"
482,RODENTIA,Calomys,tocantinsi,Calomys tocantinsi,"C. tocantinsi Bonvicino, Lima & Almeida, 2003"
339,CHIROPTERA,Carollia,benkeithi,Carollia benkeithi,C. benkeithi Solari & Baker 2006
340,CHIROPTERA,Carollia,brevicauda,Carollia brevicauda,"C. brevicauda (Schinz, 1821)"
341,CHIROPTERA,Carollia,perspicillata,Carollia perspicillata,"C. perspicillata (Linnaeus, 1758)"
611,RODENTIA,Carterodon,sulcidens,Carterodon sulcidens,"C. sulcidens (Lund, 1841)"
450,RODENTIA,Cavia,aperea,Cavia aperea,"C. aperea Erxleben, 1777"
451,RODENTIA,Cavia,fulgida,Cavia fulgida,"C. fulgida Wagler, 1831"
452,RODENTIA,Cavia,intermedia,Cavia intermedia,"C. intermedia Cherem, Olimpio & Ximenez, 1999"
453,RODENTIA,Cavia,magna,Cavia magna,"C. magna Ximenez, 1980"
153,PRIMATES,Cebuella,pygmaea,Cebuella pygmaea,"C. pygmaea (Spix, 1823)"
184,PRIMATES,Cebus,albifrons,Cebus albifrons,"C. albifrons (Humboldt, 1812)"
186,PRIMATES,Cebus,kaapori,Cebus kaapori,"C. kaapori Queiroz, 1992"
187,PRIMATES,Cebus,olivaceus,Cebus olivaceus,"C. olivaceus Schomburgk, 1848"
185,PRIMATES,Cebus,unicolor,Cebus unicolor,"C. unicolor Spix, 1823"
275,CHIROPTERA,Centronycteris,maximilliani,Centronycteris maximilliani,"C. maximilliani (J. Fischer, 1829) 1"
83,CETACEA,Cephalorhynchus,commersonii,Cephalorhynchus commersonii,"C. commersonii (Lacépède, 1804) 4"
239,CARNIVORA,Cerdocyon,thous,Cerdocyon thous,"C. thous (Linnaeus, 1766)"
483,RODENTIA,Cerradomys,goytaca,Cerradomys goytaca,"C. goytaca Tavares, Pessôa & Gonçalves, 2011"
484,RODENTIA,Cerradomys,langguthi,Cerradomys langguthi,"C. langguthi Percequillo, Hingst-Zaher & Bonvicino, 2008"
485,RODENTIA,Cerradomys,maracajuensis,Cerradomys maracajuensis,"C. maracajuensis (Langguth & Bonvicino, 2002)"
486,RODENTIA,Cerradomys,marinhus,Cerradomys marinhus,"C. marinhus (Bonvicino, 2003)"
487,RODENTIA,Cerradomys,scotti,Cerradomys scotti,"C. scotti (Langguth & Bonvicino, 2002)"
488,RODENTIA,Cerradomys,subflavus,Cerradomys subflavus,"C. subflavus (Wagner, 1842)"
489,RODENTIA,Cerradomys,vivoi,Cerradomys vivoi,"C. vivoi Percequillo, Hingst-Zaher & Bonvicino, 2008"
675,RODENTIA,Chaetomys,subspinosus,Chaetomys subspinosus,"C. subspinosus (Olfers, 1818)"
342,CHIROPTERA,Chiroderma,doriae,Chiroderma doriae,"C. doriae Thomas, 1891 10"
343,CHIROPTERA,Chiroderma,trinitatum,Chiroderma trinitatum,"C. trinitatum Goodwin, 1958"
344,CHIROPTERA,Chiroderma,villosum,Chiroderma villosum,"C. villosum Peters, 1860"
345,CHIROPTERA,Chiroderma,vizottoi,Chiroderma vizottoi,"C. vizottoi Taddei & Lim, 2010"
229,PRIMATES,Chiropotes,albinasus,Chiropotes albinasus,"C. albinasus (I. Geoffroy & Deville, 1848)"
230,PRIMATES,Chiropotes,chiropotes,Chiropotes chiropotes,"C. chiropotes (Humboldt, 1811)10"
231,PRIMATES,Chiropotes,sagulatus,Chiropotes sagulatus,"C. sagulatus (Traill, 1821)10"
232,PRIMATES,Chiropotes,satanas,Chiropotes satanas,"C. satanas (Hoffmannsegg, 1807)"
233,PRIMATES,Chiropotes,utahicki,Chiropotes utahicki,"C. utahicki Hershkovitz, 1985"
346,CHIROPTERA,Choeroniscus,godmani,Choeroniscus godmani,"C. godmani Thomas, 1903"
347,CHIROPTERA,Choeroniscus,minor,Choeroniscus minor,"C. minor (Peters, 1868) 11"
45,PILOSA,Choloepus,didactylus,Choloepus didactylus,"C. didactylus (Linnaeus, 1758)"
46,PILOSA,Choloepus,hoffmanni,Choloepus hoffmanni,"C. hoffmanni Peters, 1858"
348,CHIROPTERA,Chrotopterus,auritus,Chrotopterus auritus,"C. auritus (Peters, 1856)"
240,CARNIVORA,Chrysocyon,brachyurus,Chrysocyon brachyurus,"C. brachyurus (Illiger, 1815)"
292,CHIROPTERA,Cinomops,abrasus,Cinomops abrasus,"C. abrasus (Temminck, 1826)"
293,CHIROPTERA,Cinomops,greenhalli,Cinomops greenhalli,"C. greenhalli Goodwin, 1958"
294,CHIROPTERA,Cinomops,paranus,Cinomops paranus,"C. paranus (Thomas, 1901)"
295,CHIROPTERA,Cinomops,planirostris,Cinomops planirostris,"C. planirostris (Peters, 1866)"
612,RODENTIA,Clyomys,laticeps,Clyomys laticeps,"C. laticeps (Thomas, 1909) 21"
676,RODENTIA,Coendou,insidiosus,Coendou insidiosus,"C. insidiosus (Lichtenstein, 1818)"
677,RODENTIA,Coendou,melanurus,Coendou melanurus,"C. melanurus (Wagner, 1842)"
678,RODENTIA,Coendou,nycthemera,Coendou nycthemera,"C. nycthemera (Olfers, 1818)"
679,RODENTIA,Coendou,prehensilis,Coendou prehensilis,"C. prehensilis (Linnaeus, 1758)"
680,RODENTIA,Coendou,roosmalenorum,Coendou roosmalenorum,"C. roosmalenorum (Voss & da Silva, 2001)"
681,RODENTIA,Coendou,spinosus,Coendou spinosus,"C. spinosus (F. Cuvier, 1823)"
253,CARNIVORA,Conepatus,chinga,Conepatus chinga,"C. chinga (Molina, 1782)"
254,CARNIVORA,Conepatus,semistriatus,Conepatus semistriatus,"C. semistriatus (Boddaert, 1785)"
276,CHIROPTERA,Cormura,brevirostris,Cormura brevirostris,"C. brevirostris (Wagner, 1843)"
590,RODENTIA,Ctenomys,bolivensis,Ctenomys bolivensis,"C. bolivensis Waterhouse, 1848"
591,RODENTIA,Ctenomys,brasiliensis,Ctenomys brasiliensis,"C. brasiliensis Blainville, 1826 15"
592,RODENTIA,Ctenomys,flamarioni,Ctenomys flamarioni,"C. flamarioni Travi, 1981"
593,RODENTIA,Ctenomys,lami,Ctenomys lami,"C. lami Freitas, 2001"
594,RODENTIA,Ctenomys,minutus,Ctenomys minutus,"C. minutus Nehring, 1887"
595,RODENTIA,Ctenomys,nattereri,Ctenomys nattereri,"C. nattereri Wagner, 1848 16"
596,RODENTIA,Ctenomys,torquatus,Ctenomys torquatus,"C. torquatus Lichtenstein, 1830"
597,RODENTIA,Cuniculus,paca,Cuniculus paca,"C. paca (Linnaeus, 1766)"
44,PILOSA,Cyclopes,didactylus,Cyclopes didactylus,"C. didactylus (Linnaeus, 1758)"
277,CHIROPTERA,Cyttarops,alecto,Cyttarops alecto,"C. alecto Thomas, 1913"
613,RODENTIA,Dactylomys,boliviensis,Dactylomys boliviensis,"D. boliviensis Anthony, 1920"
614,RODENTIA,Dactylomys,dactylinus,Dactylomys dactylinus,"D. dactylinus (Desmarest, 1817)"
598,RODENTIA,Dasyprocta,aurea,Dasyprocta aurea,"D. aurea Cope, 1889 17"
599,RODENTIA,Dasyprocta,azarae,Dasyprocta azarae,"D. azarae Lichtenstein, 1823"
600,RODENTIA,Dasyprocta,catrinae,Dasyprocta catrinae,"D. catrinae (Thomas, 1917) 17"
601,RODENTIA,Dasyprocta,croconota,Dasyprocta croconota,"D. croconota Wagler, 1831 18"
602,RODENTIA,Dasyprocta,fuliginosa,Dasyprocta fuliginosa,"D. fuliginosa Wagler, 1832"
604,RODENTIA,Dasyprocta,leporina,Dasyprocta leporina,"D. leporina (Linnaeus, 1758)"
605,RODENTIA,Dasyprocta,nigriclunis,Dasyprocta nigriclunis,"D. nigriclunis Osgood, 1916 19"
606,RODENTIA,Dasyprocta,prymnolopha,Dasyprocta prymnolopha,"D. prymnolopha Wagler, 1831"
603,RODENTIA,Dasyprocta,variegata,Dasyprocta variegata,"D. variegata Tschudi, 1844 20"
52,CINGULATA,Dasypus,hybridus,Dasypus hybridus,"D. hybridus (Desmarest, 1804)"
53,CINGULATA,Dasypus,kappleri,Dasypus kappleri,"D. kappleri Krauss, 1862"
54,CINGULATA,Dasypus,novemcinctus,Dasypus novemcinctus,"D. novemcinctus Linnaeus, 1758"
55,CINGULATA,Dasypus,septemcinctus,Dasypus septemcinctus,"D. septemcinctus Linnaeus, 1758"
490,RODENTIA,Delomys,dorsalis,Delomys dorsalis,"D. dorsalis (Hensel, 1873)"
491,RODENTIA,Delomys,sublineatus,Delomys sublineatus,"D. sublineatus (Thomas, 1903)"
84,CETACEA,Delphinus,delphis,Delphinus delphis,"D. delphis Linnaeus, 1758 5"
492,RODENTIA,Deltamys,kempi,Deltamys kempi,"D. kempi Thomas, 1917"
349,CHIROPTERA,Desmodus,rotundus,Desmodus rotundus,"D. rotundus (É. Geoffroy, 1810)"
350,CHIROPTERA,Diaemus,yougii,Diaemus yougii,"D. yougii (Jentink, 1893)"
278,CHIROPTERA,Diclidurus,albus,Diclidurus albus,"D. albus Wied-Neuwied, 1820"
279,CHIROPTERA,Diclidurus,ingens,Diclidurus ingens,"D. ingens Hernandez-Camacho, 1955"
280,CHIROPTERA,Diclidurus,isabella,Diclidurus isabella,"D. isabella (Thomas, 1920)"
281,CHIROPTERA,Diclidurus,scutatus,Diclidurus scutatus,"D. scutatus Peters, 1869"
609,RODENTIA,Dinomys,branickii,Dinomys branickii,"D. branickii Peters, 1873"
351,CHIROPTERA,Diphylla,ecaudata,Diphylla ecaudata,"D. ecaudata Spix, 1823"
493,RODENTIA,Drymoreomys,albimaculatus,Drymoreomys albimaculatus,"D. albimaculatus Percequillo, Weksler & Costa, 2011"
615,RODENTIA,Echimys,chrysurus,Echimys chrysurus,"E. chrysurus (Zimmermann, 1780)"
616,RODENTIA,Echimys,vieirai,Echimys vieirai,"E. vieirai Iack-Ximenes, Vivo & Percequillo, 2005"
255,CARNIVORA,Eira,barbara,Eira barbara,"E. barbara (Linnaeus, 1758) "
421,CHIROPTERA,Eptesicus,andinus,Eptesicus andinus,"E. andinus J. A. Allen, 1914"
422,CHIROPTERA,Eptesicus,brasiliensis,Eptesicus brasiliensis,"E. brasiliensis (Desmarest, 1819)"
423,CHIROPTERA,Eptesicus,chiriquinus,Eptesicus chiriquinus,"E. chiriquinus Thomas, 1920"
424,CHIROPTERA,Eptesicus,diminutus,Eptesicus diminutus,"E. diminutus Osgood, 1915"
425,CHIROPTERA,Eptesicus,furinalis,Eptesicus furinalis,"E. furinalis (d’Orbigny & Gervais, 1847)"
426,CHIROPTERA,Eptesicus,taddeii,Eptesicus taddeii,"E. taddeii Miranda, Bernardi & Passos, 2006"
75,CETACEA,Eubalaena,australis,Eubalaena australis,"E. australis (Desmoulins, 1822)"
296,CHIROPTERA,Eumops,auripendulus,Eumops auripendulus,"E. auripendulus (Shaw, 1800)"
297,CHIROPTERA,Eumops,bonariensis,Eumops bonariensis,"E. bonariensis (Peters, 1874)"
298,CHIROPTERA,Eumops,dabbenei,Eumops dabbenei,"E. dabbenei Thomas, 1914"
299,CHIROPTERA,Eumops,delticus,Eumops delticus,"E. delticus Thomas, 1893"
300,CHIROPTERA,Eumops,glaucinus,Eumops glaucinus,"E. glaucinus (Wagner, 1843) 2"
301,CHIROPTERA,Eumops,hansae,Eumops hansae,"E. hansae Sanborn, 1932"
302,CHIROPTERA,Eumops,maurus,Eumops maurus,"E. maurus (Thomas, 1901)"
303,CHIROPTERA,Eumops,patagonicus,Eumops patagonicus,"E. patagonicus Thomas, 1924"
304,CHIROPTERA,Eumops,perotis,Eumops perotis,"E. perotis (Schinz, 1821)"
305,CHIROPTERA,Eumops,trumbulli,Eumops trumbulli,"E. trumbulli (Thomas, 1901)"
56,CINGULATA,Euphractus,sexcinctus,Euphractus sexcinctus,"E. sexcinctus (Linnaeus, 1758)"
494,RODENTIA,Euryoryzomys,emmonsae,Euryoryzomys emmonsae,"E. emmonsae (Musser, Carleton, Brothers & Gardner, 1998)"
495,RODENTIA,Euryoryzomys,lamia,Euryoryzomys lamia,"E. lamia (Thomas, 1901)"
496,RODENTIA,Euryoryzomys,macconnelli,Euryoryzomys macconnelli,"E. macconnelli (Thomas, 1910)"
497,RODENTIA,Euryoryzomys,nitidus,Euryoryzomys nitidus,"E. nitidus (Thomas, 1884)"
498,RODENTIA,Euryoryzomys,russatus,Euryoryzomys russatus,"E. russatus (Wagner, 1848)"
617,RODENTIA,Euryzygomatomys,spinosus,Euryzygomatomys spinosus,"E. spinosus (G. Fischer, 1814)"
85,CETACEA,Feresa,attenuata,Feresa attenuata,"F. attenuata Gray, 1874 6"
291,CHIROPTERA,Furipterus,horrens,Furipterus horrens,"F. horrens (F. Cuvier, 1828)"
454,RODENTIA,Galea,flavidens,Galea flavidens,"G. flavidens (Brandt, 1835) 1"
455,RODENTIA,Galea,spixii,Galea spixii,"G. spixii (Wagler, 1831)"
256,CARNIVORA,Galictis,cuja,Galictis cuja,"G. cuja (Molina, 1782)"
257,CARNIVORA,Galictis,vittata,Galictis vittata,"G. vittata (Schreber, 1776)"
86,CETACEA,Globicephala,macrorhynchus,Globicephala macrorhynchus,"G. macrorhynchus Gray, 1846"
87,CETACEA,Globicephala,melas,Globicephala melas,"G. melas (Traill, 1809)"
352,CHIROPTERA,Glossophaga,commissarisi,Glossophaga commissarisi,"G. commissarisi Gardner, 1962 12"
353,CHIROPTERA,Glossophaga,longirostris,Glossophaga longirostris,"G. longirostris Miller, 1898 13"
354,CHIROPTERA,Glossophaga,soricina,Glossophaga soricina,"G. soricina (Pallas, 1766)"
355,CHIROPTERA,Glyphonycteris,behnii,Glyphonycteris behnii,"G. behnii (Peters, 1865)"
356,CHIROPTERA,Glyphonycteris,daviesi,Glyphonycteris daviesi,"G. daviesi (Hill, 1965)"
357,CHIROPTERA,Glyphonycteris,sylvestris,Glyphonycteris sylvestris,"G. sylvestris (Thomas, 1896)"
88,CETACEA,Grampus,griseus,Grampus griseus,"G. griseus (G. Cuvier, 1812)"
682,RODENTIA,Guerlinguetus,aestuans,Guerlinguetus aestuans,"G. aestuans (Linnaeus, 1766)"
683,RODENTIA,Guerlinguetus,alphonsei,Guerlinguetus alphonsei,"G. alphonsei (Thomas, 1906) 34"
684,RODENTIA,Guerlinguetus,gilvigularis,Guerlinguetus gilvigularis,"G. gilvigularis (Wagner, 1842)"
685,RODENTIA,Guerlinguetus,henseli,Guerlinguetus henseli,"G. henseli (Miranda-Ribeiro, 1941) 34"
686,RODENTIA,Guerlinguetus,ignitus,Guerlinguetus ignitus,"G. ignitus (Gray, 1867)"
687,RODENTIA,Guerlinguetus,ingrami,Guerlinguetus ingrami,"G. ingrami (Thomas, 1901) 34"
688,RODENTIA,Guerlinguetus,poaiae,Guerlinguetus poaiae,"G. poaiae Moojen, 1942 34"
499,RODENTIA,Gyldenstolpia,fronto,Gyldenstolpia fronto,"G. fronto (Winge, 1887)"
500,RODENTIA,Gyldenstolpia,planaltensis,Gyldenstolpia planaltensis,"G. planaltensis (Ávila-Pires, 1972)"
427,CHIROPTERA,Histiotus,alienus,Histiotus alienus,"H. alienus Thomas, 1916 17"
428,CHIROPTERA,Histiotus,laephotis,Histiotus laephotis,"H. laephotis Thomas, 1916 18"
429,CHIROPTERA,Histiotus,macrotus,Histiotus macrotus,"H. macrotus (Poeppig, 1835) 19"
430,CHIROPTERA,Histiotus,montanus,Histiotus montanus,"H. montanus (Philippi & Landbeck, 1861)"
431,CHIROPTERA,Histiotus,velatus,Histiotus velatus,"H. velatus (I. Geoffroy, 1824)"
501,RODENTIA,Holochilus,brasiliensis,Holochilus brasiliensis,"H. brasiliensis (Desmarest, 1819)"
502,RODENTIA,Holochilus,chacarius,Holochilus chacarius,"H. chacarius Thomas, 1906"
503,RODENTIA,Holochilus,sciureus,Holochilus sciureus,"H. sciureus Wagner, 1842"
504,RODENTIA,Holochilus,vulpinus,Holochilus vulpinus,"H. vulpinus (Brants, 1827) 3"
456,RODENTIA,Hydrochoerus,hydrochaeris,Hydrochoerus hydrochaeris,"H. hydrochaeris (Linnaeus, 1766)"
268,CARNIVORA,Hydrurga,leptonyx,Hydrurga leptonyx,"H. leptonyx (Blainville, 1820)"
1,DIDELPHIMORPHIA,Hyladelphys ,kalinowskii,Hyladelphys  kalinowskii,"H. kalinowskii (Hershkovitz, 1992) 2"
505,RODENTIA,Hylaeamys,acritus,Hylaeamys acritus,"H. acritus (Emmons & Patton, 2005) 4"
506,RODENTIA,Hylaeamys,laticeps,Hylaeamys laticeps,"H. laticeps (Lund, 1840)"
507,RODENTIA,Hylaeamys,megacephalus,Hylaeamys megacephalus,"H. megacephalus (G. Fischer, 1814)"
508,RODENTIA,Hylaeamys,oniscus,Hylaeamys oniscus,"H. oniscus (Thomas, 1904) 5"
509,RODENTIA,Hylaeamys,perenensis,Hylaeamys perenensis,"H. perenensis (J. A. Allen, 1901)"
510,RODENTIA,Hylaeamys,yunganus,Hylaeamys yunganus,"H. yunganus (Thomas, 1902)"
112,CETACEA,Hyperoodon,planifrons,Hyperoodon planifrons,"H. planifrons Flower, 1882"
104,CETACEA,Inia,geoffrensis,Inia geoffrensis,"I. geoffrensis (Blainville, 1817)"
618,RODENTIA,Isothrix,bistriata,Isothrix bistriata,"I. bistriata Wagner, 1845"
619,RODENTIA,Isothrix,negrensis,Isothrix negrensis,"I. negrensis Thomas, 1920"
620,RODENTIA,Isothrix,pagurus,Isothrix pagurus,"I. pagurus Wagner, 1845"
511,RODENTIA,Juliomys,ossitenuis,Juliomys ossitenuis,"J. ossitenuis Costa, Pavan, Leite & Fagundes, 2007"
512,RODENTIA,Juliomys,pictipes,Juliomys pictipes,"J. pictipes (Osgood, 1933)"
513,RODENTIA,Juliomys,rimofrons,Juliomys rimofrons,"J. rimofrons Oliveira & Bonvicino, 2002"
514,RODENTIA,Juscelinomys,candango,Juscelinomys candango,"J. candango Moojen, 1965 6"
621,RODENTIA,Kannabateomys,amblyonyx,Kannabateomys amblyonyx,"K. amblyonyx (Wagner, 1845)"
457,RODENTIA,Kerodon,acrobata,Kerodon acrobata,"K. acrobata Moojen, Locks & Langguth, 1997"
458,RODENTIA,Kerodon,rupestris,Kerodon rupestris,"K. rupestris (Wied-Neuwied, 1820)"
105,CETACEA,Kogia,breviceps,Kogia breviceps,"K. breviceps (Blainville, 1838)"
106,CETACEA,Kogia,sima,Kogia sima,"K. sima (Owen, 1866)"
515,RODENTIA,Kunsia,tomentosus,Kunsia tomentosus,"K. tomentosus (Lichtenstein, 1830)"
89,CETACEA,Lagenodelphis,hosei,Lagenodelphis hosei,"L. hosei Fraser, 1956 7"
90,CETACEA,Lagenorhynchus,australis,Lagenorhynchus australis,"L. australis (Peale, 1848) 4"
142,PRIMATES,Lagothrix,cana,Lagothrix cana,"L. cana (É. Geoffroy, 1812)"
143,PRIMATES,Lagothrix,lagothricha,Lagothrix lagothricha,"L. lagothricha (Humboldt, 1812)"
144,PRIMATES,Lagothrix,poeppigii,Lagothrix poeppigii,"L. poeppigii Schinz, 1844"
358,CHIROPTERA,Lampronycteris,brachyotis,Lampronycteris brachyotis,"L. brachyotis (Dobson, 1879)"
432,CHIROPTERA,Lasiurus,blossevilli,Lasiurus blossevilli,"L. blossevilli (Lesson & Garnot, 1826)"
433,CHIROPTERA,Lasiurus,castaneus,Lasiurus castaneus,"L. castaneus Handley, 1960"
434,CHIROPTERA,Lasiurus,cinereus,Lasiurus cinereus,"L. cinereus (Palisot de Beauvois, 1796)"
435,CHIROPTERA,Lasiurus,ebenus,Lasiurus ebenus,"L. ebenus Fazzolari-Corrêa, 1994"
436,CHIROPTERA,Lasiurus,ega,Lasiurus ega,"L. ega (Gervais, 1856)"
437,CHIROPTERA,Lasiurus,egregius,Lasiurus egregius,"L. egregius (Peters, 1870)"
154,PRIMATES,Leontopithecus,caissara,Leontopithecus caissara,"L. caissara Lorini & Persson, 1990"
155,PRIMATES,Leontopithecus,chrysomelas,Leontopithecus chrysomelas,"L. chrysomelas (Kuhl, 1820)"
156,PRIMATES,Leontopithecus,chrysopygus,Leontopithecus chrysopygus,"L. chrysopygus (Mikan, 1823)"
157,PRIMATES,Leontopithecus,rosalia,Leontopithecus rosalia,"L. rosalia (Linnaeus, 1766)"
244,CARNIVORA,Leopardus,braccatus,Leopardus braccatus,"L. braccatus (Cope, 1889) 1"
245,CARNIVORA,Leopardus,geoffroyi,Leopardus geoffroyi,"L. geoffroyi (d’Orbigny & Gervais, 1844)"
246,CARNIVORA,Leopardus,pardalis,Leopardus pardalis,"L. pardalis (Linnaeus, 1758)"
247,CARNIVORA,Leopardus,pardalis,Leopardus pardalis,"L. pardalis (Linnaeus, 1758)"
248,CARNIVORA,Leopardus,tigrinus,Leopardus tigrinus,"L. tigrinus (Schreber, 1775)"
