"scientificname";"longitude";"latitude";"collectioncode";"catalognumber";"identifiedby";"country";"stateprovince";"county";"locality";"daycollected";"monthcollected";"yearcollected";"collector";"collectornumber";"notes";"source"
"Aralia warmingiana";0;0;"HDCF";"6041";"Longhi, S. J.";"Brasil";"Rio Grande do Sul";"Frederico Westphalen";"";10;10;2007;"Scipioni, M. C.; Meyer, E. A.";"s.n.";"";"splink"
"Aralia warmingiana";-44.0825;-18.644444;"HDJF";"825";"Machado; E.LM.";"Brasil";"Minas Gerais";"Presidente Juscelino";"Presidente Juscelino, Minas Gerais, Zona rural";NA;9;2012;"Oliveira, A.C.C.; Machado, E.L.M.";"";"";"splink"
"Aralia warmingiana";-44.0825;-18.644444;"HDJF";"826";"Machado; E.LM.";"Brasil";"Minas Gerais";"Presidente Juscelino";"Presidente Juscelino, Minas Gerais, Zona rural";NA;9;2012;"Oliveira, A.C.C.; Machado, E.L.M.";"";"";"splink"
"Coemansia warmingiana";0;0;"IPA";"50582";"Barroso, G.M.";"Brasil";"Bahia";"Itiuba";"Fazenda Experimental da EPABA";25;5;1983;"Pinto, G.C.P.; Bautista, H.P.; Bautista, H.P.";"91";"¡rvore de aproximadamente 6m de altura, fuste retilÌneo com casca , lembrando o pau-d'arco roxo; madeira mole.; VegetaÁ„o: Floresta Estacional Decidual.";"splink"
"Coudenbergia warmingiana";0;0;"IPA";"27289";"ZoÈ Brito";"Brasil";"Pernambuco";"Serra Talhada";"EstaÁ„o Experimental do IPA, numa unidade experimental do Projeto Caprino.";12;11;1980;"ZoÈ Brito";"55";"¡rvore ca. 3,5m de altura. Rara.; Caatinga. Solo pedregoso.";"splink"
"Aralia warmingiana";0;0;"BOTU";"27175";"Soares e Silva, L.H.";"Brasil";"Paran·";"Londrina";"";18;3;1994;"Chagas e Silva, F.";"11379";"¡rvore, 30 metros de altura; bot„o floral e flores creme; suber lenhoso, corte creme.";"splink"
"Aralia cf. warmingiana";-56.696111;-21.283583;"COR";"11572";"M. Mendoza, 21/01/2016";"Brasil";"MS";"Porto Murtinho";"Fazenda Harmonia - Rio Perdido";8;9;2005;"Damasceno Jr., G.A.;Maria,V.R.; Batilani,J.; Pott,A; Velasques,J.";"3863";"";"splink"
"Aralia warmingiana";0;0;"BHCB";"32691";"";"Brasil";"Minas Gerais";"Lagoa Santa";"Carste de Lagoa Santa";NA;NA;NA;"";"s.n.";"";"splink"
"Aralia warmingiana";0;0;"BHCB";"32691";"";"Brasil";"Minas Gerais";"Lagoa Santa";"Carste de Lagoa Santa";NA;NA;NA;"";"s.n.";"";"splink"
"Aralia warmingiana";-42.8817;-20.7542;"NYBG_BR";"00935759";"J. Wen";"Brasil";"Minas Gerais";"ViÁosa";"ViÁosa";1;11;1935;"J. Kulhmann";"s.n.";"<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995099\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>";"splink"
"Aralia warmingiana";-47;-16;"NYBG_BR";"00958278";"J. Wen";"Brasil";"Minas Gerais";"";"Sagarana, Projeto Integrado de ColonizaÁao (INCRA), NW Minas Gerais";15;9;1985;"J. A. Ratter";"R5047";"<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022190\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>";"splink"
"Aralia warmingiana";-47;-16;"NYBG_BR";"00958279";"J. Wen";"Brasil";"Minas Gerais";"";"Sagarana, Projeto Integrado de ColonizaÁao (INCRA), NW Minas Gerais";15;9;1985;"J. A. Ratter";"R5047";"<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022192\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>";"splink"
"Aralia warmingiana";-39.1839;-12.1617;"NYBG_BR";"1144310";"";"Brasil";"Bahia";"Anguera";"Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feij„o sentido Ipir·.";22;5;2007;"D. B. O. S. Cardoso";"1962";"<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287245\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>";"splink"
"Aralia warmingiana";0;0;"ICN";"021640";"Fiaschi, P";"Brasil";"RS";"Derrubadas";"Tenente Portela";30;1;1973;"Lima, DA";"s.n.";"EspÈcie ameaÁada de extinÁ„o (Em perigo).";"splink"
"Aralia warmingiana";0;0;"ICN";"083770";"Fiaschi, P";"Brasil";"RS";"Dois Irm„os";"BR 116 Km 65";NA;NA;NA;"Nelson, A";"s.n.";"EspÈcie ameaÁada de extinÁ„o (Em perigo).";"splink"
"Aralia warmingiana";-53.9975;-27.474722;"ICN";"161928";"Molz, M";"Brasil";"RS";"TrÍs Passos";"Distrito de Padre Gonz·les RS 305 22J203787.57 E 6957398.52 S";10;5;2008;"Molz, M";"s.n.";"";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"28136";"P. Fiaschi";"Brasil";"RS";"Nonoai";"Ad fl. Uruguay";1;3;1945;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"32845";"P. Fiaschi";"Brasil";"RS";"Montenegro";"Butterberg";17;12;1945;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"36013";"P. Fiaschi";"Brasil";"RS";"Montenegro";"Butterberg";1;1;1947;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: fruto";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"41585";"P. Fiaschi";"Brasil";"RS";"Novo Hamburgo";"Ad montem Ferrabraz";16;5;1949;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: estÈril";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"42912";"P. Fiaschi";"Brasil";"RS";"Novo Hamburgo";"Schwabenschneis";12;8;1949;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: estÈril";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"4675";"P. Fiaschi";"Brasil";"RS";"Santo ¬ngelo";"Boca do Mato";18;2;1941;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"57187";"P. Fiaschi";"Brasil";"RS";"S„o Sebasti„o do CaÌ";"Bohmerschneis";1;4;1955;"Rambo, B.";"";"EM PERIGO Habitat: In silva. Fenofase: fruto";"splink"
"Aralia warmingiana";0;0;"PACA-AGP";"67358";"P. Fiaschi";"Brasil";"SP";"Sao Simao";"Faz. Aritozina";29;1;1982;"Leitao f.";"";"Altura de 15m.Herb. Univ. Est. Campinas 13280. Habitat: Em ·rea de transiÁ„o mata-cerrado. Fenofase: flor creme esverdeada";"splink"
"Aralia warmingiana";-39.0064722222222;-7.71033333333333;"HVASF";"21235";"D.G. Oliveira";"Brasil";"Cear·";"Jati";"ReservatÛrio Jati";27;8;2013;"D.G. Oliveira";"1029";"¡rvore ca. de 7m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos em desenvolvimento.";"splink"
"Aralia warmingiana";-39.0064444444444;-7.71033333333333;"HVASF";"21598";"E. Melo";"Brasil";"Cear·";"Jati";"ReservatÛrio Jati, coletado na cota mais baixa um vale";22;11;2013;"D.G. Oliveira";"1059";"¡rvore ca. de 6,5m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos coloraÁ„o creme em desenvolvimento.";"splink"
"Aralia warmingiana";-36.9494861111111;-8.24941111111111;"HVASF";"22183";"V.M. Cotarelli";"Brasil";"ParaÌba";"S„o Jo„o do Tigre";"Povoado Juazeiro";3;2;2014;"A.C.P. Oliveira";"3264";"¡rvore ca. de 5m alt.. Flores e botıes florais verde-claros.";"splink"
"Aralia warmingiana";-37.1129722222222;-7.84683333333333;"HVASF";"2687";"P. Fiaschi";"Brasil";"ParaÌba";"Monteiro";"SÌtio Olhinho D·gua, Serrote do Peru";18;12;2008;"J. Antunes";"65";"¡rvore, ca. 5m alt. Caule acinzentado. Flores passadas, recept·culo esverdeado, gineceu alvo. Frutos esverdeados.";"splink"
"Aralia warmingiana";-39.006472;-7.710333;"HVASFW";"413";"D.G. Oliveira";"Brasil";"Cear·";"Jati";"ReservatÛrio Jati";27;8;2013;"D.G. Oliveira";"1029";"¡rvore ca. de 7m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos em desenvolvimento.";"splink"
"Aralia warmingiana";-39.006444;-7.710333;"HVASFW";"427";"E. Melo";"Brasil";"Cear·";"Jati";"ReservatÛrio Jati, coletado na cota mais baixa um vale";22;11;2013;"D.G. Oliveira";"1059";"¡rvore ca. de 6,5m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos coloraÁ„o creme em desenvolvimento.";"splink"
"Aralia warmingiana";0;0;"SPSF";"26004";"";"Brasil";"PR";"Londrina";"Parque Estadual Mata dos Godoy";3;3;1993;"L.H.Soares Silva & F.Chagas Silva";"307";"COLETA: XLS: SPSFAntigo;";"splink"
"Aralia warmingiana";0;0;"SPSF";"33641";"";"Brasil";"PR";"Bela Vista do Paraiso";"bosque municipal";18;4;2001;"L.Fadelli";"";"COLETA: XLS: SPSFAntigo;";"splink"
"Aralia warmingiana";0;0;"FUEL";"10239";"";"Brasil";"Paran·";"Londrina";"Parque Estadual Mata dos Godoy";17;3;1989;"Soares-Silva, L.H.; Francisco das Chagas e Silva";"196";"; DESC: Arvore, 25,0m de altura, botoes florais e flores cremes.";"splink"
"Aralia warmingiana";0;0;"FUEL";"10742";"";"Brasil";"Paran·";"Londrina";"Parque Estadual Mata dos Godoy";3;3;1993;"Soares-Silva, L.H.; Francisco das Chagas e Silva";"307";"; DESC: Arvore, 30,0m de alt., botoes florais e flores amareladas, odorifera, rara na area";"splink"
"Aralia warmingiana";0;0;"FUEL";"11379";"Frondin, D.";"Brasil";"Paran·";"Londrina";"Floresta dos Godoy, Proximo parc.5 e 14 da porcao norte";18;3;1994;"Francisco das Chagas e Silva; Soares-Silva, L.H.";"1682";"; DESC: Arvore, 30,0m de alt; botao floral e flores creme; suber lenhoso, corte creme.";"splink"
"Aralia warmingiana";0;0;"FUEL";"30339";"S.F. de Andrade";"Brasil";"Paran·";"SertanÛpolis";"Fazenda Fartura";28;9;2000;"Francisco, E.M.";"s.n.";"; DESC: ¡rvore 10m. Borda da mata.";"splink"
"Aralia warmingiana";0;0;"FUEL";"36195";"";"Brasil";"Paran·";"Londrina";"Fazenda Figueira";24;11;2003;"Estevan, D.A.; et al.";"285";"; DESC: ¡rvore 9m, veg. Fragmento 1.";"splink"
"Aralia warmingiana";0;0;"FUEL";"36434";"Lovato, M.C.";"Brasil";"Paran·";"Primeiro de Maio";"¡gua da GarÁa, Sitio Santo Antonio, SÌtio Santo Antonio";3;4;2001;"Pav„o, O.C.; et al.";"s.n.";"; DESC: Arvore 12m; frutos imaturos verdes; flores verde-creme; beira da estrada.";"splink"
"Aralia warmingiana";0;0;"FUEL";"36483";"Vieira, A.O.S.";"Brasil";"Paran·";"Bela Vista do ParaÌso";"Bosque Municipal";18;4;2001;"Fadelli, L.; et al.";"s.n.";"; DESC: ¡rvore 25m; CAP 2,18m, projeÁ„o copa 13,5 x 12m; frutos maduros cor roxa; frutos c. cachos possuindo v·rios glomÈrulos; interior do Bosque; VIVEIRO No. 365.";"splink"
"Aralia warmingiana";0;0;"FUEL";"45827";"Lovato, M.C.";"Brasil";"Paran·";"Londrina";"Faz. Figueira";13;4;2003;"Estevan, D.A.; et al.";"1731";"; DESC: ¡rvore, frutos fragmento 1.";"splink"
"Aralia warmingiana";0;0;"SPF";"105530";"AnÙnimo";"Brasil";"Paran·";"Londrina";"Parque Estadual Mata dos Godoy";3;3;1993;"Soares, LH";"307";"";"splink"
"Aralia warmingiana";-44.183333;-18.283333;"SPF";"111341";"Pirani, JR";"Brasil";"Minas Gerais";"Santo HipÛlito";"";3;4;1996;"Pirani, JR";"3734";"";"splink"
"Aralia warmingiana";0;0;"SPF";"152879";"Frodin, DG";"Brasil";"Minas Gerais";"Lagoa Santa";"¡rea de ProteÁ„o Ambiental Carste de Lagoa Santa";3;3;1996;"Brina, AE";"s.n.";"";"splink"
"Aralia warmingiana";0;0;"SPF";"71068";"AnÙnimo";"Brasil";"Minas Gerais";"Vespasiano";"Regi„o metropolitana de Belo Horizonte. Afloramento metropolitano de Belo Horizonte. Adjacente ‡ Lavra da Cia. de cimento Portland Ita˙.";NA;12;1990;"Rollo, MAL";"23";"";"splink"
"Aralia warmingiana";0;0;"SPF";"89013";"AnÙnimo";"Brasil";"Minas Gerais";"PatrocÌnio";"Serra do Salitre, Mata ciliar prÛximo ‡ margem do Rio Salitre.";24;3;1994;"Ceccantini, G";"315";"";"splink"
"Aralia warmingiana";-44.32;-13.586111;"HUEFS";"118237";"";"Brasil";"Bahia";"Coribe";"Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'·gua, a 24,4 Km S de S„o FÈlix do Coribe na estrada para Coribe.";10;4;2007;"Queiroz, L.P.de";"12740";"Floresta estacional.";"splink"
"Aralia warmingiana";-42.245556;-13.297222;"HUEFS";"119255";"P.Fiaschi";"Brasil";"Bahia";"Paramirim";"Caminho Catuarama para Mateus.";28;4;2007;"ConceiÁ„o, A.A.";"1888";"Caatinga.";"splink"
"Aralia warmingiana";-39.183889;-12.161667;"HUEFS";"120049";"";"Brasil";"Bahia";"Anguera";"Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feij„o sentido Ipir·.";22;5;2007;"Cardoso, D.";"1962";"Floresta estacional semidecÌdua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.";"splink"
"Aralia warmingiana";-44.968889;-12.376944;"HUEFS";"122708";"R.M.Santos";"Brasil";"Bahia";"S„o DesidÈrio";"BR 135.";2;7;2007;"Santos, R.M.";"1771";"Caatinga arbÛrea e afloramento de calc·rio.";"splink"
"Aralia warmingiana";-41.501667;-12.327222;"HUEFS";"122759";"";"Brasil";"Bahia";"Iraquara";"";12;7;2007;"Santos, R.M.";"1822";"Caatinga.";"splink"
"Aralia warmingiana";0;0;"HUEFS";"137414";"";"Brasil";"Bahia";"Morro do ChapÈu";"Buraco da Duda ou Burac„o.";19;4;2008;"Melo, E.";"5678";"Caatinga. Afloramento de calc·rio.";"splink"
"Aralia warmingiana";-40.5;-12.419444;"HUEFS";"141901";"";"Brasil";"Bahia";"Itaberaba";"ARIE Serra do OrobÛ. Fazenda Le„o dos Brejos.";16;8;2008;"Queiroz, L.P.de";"13685";"Floresta estacional semi-decidual.";"splink"
"Aralia warmingiana";-40.522778;-13.316111;"HUEFS";"178098";"";"Brasil";"Bahia";"Marac·s";"Estrada para MarcionÌlio Souza, ca. 12,6 km da cidade.";3;11;2011;"Melo, E.";"10559";"Caatinga, beira da estrada.";"splink"
"Aralia warmingiana";0;0;"HUEFS";"89106";"";"Brasil";"Paran·";"Bela Vista do ParaÌso";"Bosque Municipal";18;4;2001;"Fadelli, L.";"FUEL36483";"";"splink"
"Aralia warmingiana";0;0;"SP";"338575";"";"Brasil";"Paran·";"Londrina";"Parque Estadual Mata dos Godoy";3;3;1993;"Silva, LHS; Silva, FC";"307";"";"splink"
"Aralia warmingiana";0;0;"SP";"338600";"";"Brasil";"Paran·";"Londrina";"Floresta Godoy, prÛximo parc. 5 e 14 da porÁ„o norte";18;3;1994;"Silva, FC; Silva, LHS";"1682";"";"splink"
"Aralia warmingiana";-53.866389;-25.296833;"HCF";"22244";"M.G. Caxambu";"Brasil";"PR";"CÈu Azul";"Parque Nacional do IguaÁu - Estrada de";12;1;2017;"M.G. Caxambu";"7742";"·rvore ca. 15 m, heliÛfita. Folhas levemente discolores. Flores com c·lice verde e corola alva. Casca fissurada. OcorrÍncia ocasional.";"splink"
"Aralia warmingiana";0;0;"HCF";"2240";"J. Cordeiro & E. Barboza";"Brasil";"PR";"Campo Mour„o";"Pousada A Fazendinha";22;5;2005;"H.C.L. Geraldino";"18";"¡rvore ca. 15m, heliÛfita, tronco cascudo, folhas compostas, opostas, glabras. PresenÁa de frutos em forma de cacho na cor amarelo escuro.";"splink"
"Aralia aralia warmingiana";-47.801998;-21.170601;"SINBIOTA";"50850076";"";"Brazil";"SP";"Ribeir„o Preto";"Bosque Municipal F·bio Barreto";NA;NA;NA;"Olga Kotchetkoff Henriques e MaurÌcio de Oliveira";"";"";"splink"
"Aralia aralia warmingiana";-47.695202;-21.1387;"SINBIOTA";"80380029";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal situado prÛximo ao morro do Piripau";NA;NA;NA;"Olga Kotchetkoff Henriques e MaurÌcio Bohlinger";"";"";"splink"
"Aralia aralia warmingiana";-47.670601;-21.132099;"SINBIOTA";"80390042";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal situado no morro do Piripau";NA;NA;NA;"Olga Kotchetkoff Henriques e Andrei Furlan";"";"";"splink"
"Aralia aralia warmingiana";-47.789501;-21.0653;"SINBIOTA";"80450045";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal situado na margem do rio Pardo";NA;NA;NA;"Olga Kotchetkoff Henriques e MaurÌcio Bohlinger";"";"";"splink"
"Aralia aralia warmingiana";-47.882;-21.3106;"SINBIOTA";"80600047";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal situado na regi„o sul do municÌpio";NA;NA;NA;"Olga Kotchetkoff Henriques e Anselmo Nogueira";"";"";"splink"
"Aralia aralia warmingiana";-47.8997;-21.2987;"SINBIOTA";"80630080";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal conhecido na regi„o como Cruz do Pedro, regi„o sul do municÌpio";NA;NA;NA;"Olga Kotchetkoff Henriques e MaurÌcio de Oliveira";"";"";"splink"
"Aralia aralia warmingiana";-47.821999;-21.2922;"SINBIOTA";"80680038";"";"Brazil";"SP";"Ribeir„o Preto";"Fragmento florestal prÛximo ao distrito de Bonfim Paulista.";NA;NA;NA;"Olga Kotchetkoff Henriques e Marco Sandrini";"";"";"splink"
"Aralia warmingiana";-51.0283;-22.8506;"ESA";"ESA096201";"Lovato, M.C.";"Brasil";"Paran·";"Primeiro de Maio";"";3;4;2001;"Pav„o, O.C. et al.";"";"";"splink.mun"
"Aralia warmingiana";-49.55;-22.29;"ESA";"ESA110074";"";"Brasil";"S„o Paulo";"G·lia";"";NA;NA;NA;"Toniato, M.T.Z. ; Barreto, T.E.";"70";"";"splink.mun"
"Aralia warmingiana";-51.6597;-25.6956;"MBM";"157192";"Sobral, M";"Brazil";"Paran·";"Pinh„o";"Reserva Rio dos Touros";9;11;1991;"Tramujas, AP";"549";"";"splink.mun"
"Aralia warmingiana";-51.1628;-23.3103;"HUFU";"23122";"Soares-Silva, L.H.";"Brasil";"Paran·";"Londrina";"Floresta Godoy-PrÛximo parc. 5 e14 da porÁ„o norte.";18;3;1994;"Silva, F.C. e";"1682";"DESC:¡rvore, ca. 30 m. Bot„o floral e flores creme.;";"splink.mun"
"Aralia warmingiana";-53.3944;-27.3592;"HDCF";"6040";"Longhi, S. J.";"Brasil";"Rio Grande do Sul";"Frederico Westphalen";"";10;10;2007;"Scipioni, M. C.; Meyer, E. A.";"s.n.";"Ocorre na Floresta do Alto Uruguai e eventualmente na Floresta da Encosta meridional do Planalto";"splink.mun"
"Aralia warmingiana";-53.3944;-27.3592;"HDCF";"6041";"Longhi, S. J.";"Brasil";"Rio Grande do Sul";"Frederico Westphalen";"";10;10;2007;"Scipioni, M. C.; Meyer, E. A.";"s.n.";"";"splink.mun"
"Coemansia warmingiana";-39.8536;-10.6917;"IPA";"50582";"Barroso, G.M.";"Brasil";"Bahia";"Itiuba";"Fazenda Experimental da EPABA";25;5;1983;"Pinto, G.C.P.; Bautista, H.P.; Bautista, H.P.";"91";"¡rvore de aproximadamente 6m de altura, fuste retilÌneo com casca , lembrando o pau-d'arco roxo; madeira mole.; VegetaÁ„o: Floresta Estacional Decidual.";"splink.mun"
"Coudenbergia warmingiana";-38.2983;-7.99194;"IPA";"27289";"ZoÈ Brito";"Brasil";"Pernambuco";"Serra Talhada";"EstaÁ„o Experimental do IPA, numa unidade experimental do Projeto Caprino.";12;11;1980;"ZoÈ Brito";"55";"¡rvore ca. 3,5m de altura. Rara.; Caatinga. Solo pedregoso.";"splink.mun"
"Aralia warmingiana";-51.1628;-23.3103;"BOTU";"27175";"Soares e Silva, L.H.";"Brasil";"Paran·";"Londrina";"";18;3;1994;"Chagas e Silva, F.";"11379";"¡rvore, 30 metros de altura; bot„o floral e flores creme; suber lenhoso, corte creme.";"splink.mun"
"Aralia warmingiana";-43.8897;-19.6272;"BHCB";"32691";"";"Brasil";"Minas Gerais";"Lagoa Santa";"Carste de Lagoa Santa";NA;NA;NA;"";"s.n.";"";"splink.mun"
"Aralia warmingiana";-43.8897;-19.6272;"BHCB";"32691";"";"Brasil";"Minas Gerais";"Lagoa Santa";"Carste de Lagoa Santa";NA;NA;NA;"";"s.n.";"";"splink.mun"
"Aralia warmingiana";-53.8608;-27.2647;"ICN";"021640";"Fiaschi, P";"Brasil";"RS";"Derrubadas";"Tenente Portela";30;1;1973;"Lima, DA";"s.n.";"EspÈcie ameaÁada de extinÁ„o (Em perigo).";"splink.mun"
"Aralia warmingiana";-51.0853;-29.5803;"ICN";"083770";"Fiaschi, P";"Brasil";"RS";"Dois Irm„os";"BR 116 Km 65";NA;NA;NA;"Nelson, A";"s.n.";"EspÈcie ameaÁada de extinÁ„o (Em perigo).";"splink.mun"
"Aralia warmingiana";-52.7714;-27.3617;"PACA-AGP";"28136";"P. Fiaschi";"Brasil";"RS";"Nonoai";"Ad fl. Uruguay";1;3;1945;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink.mun"
"Aralia warmingiana";-51.4611;-29.6886;"PACA-AGP";"32845";"P. Fiaschi";"Brasil";"RS";"Montenegro";"Butterberg";17;12;1945;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink.mun"
"Aralia warmingiana";-51.4611;-29.6886;"PACA-AGP";"36013";"P. Fiaschi";"Brasil";"RS";"Montenegro";"Butterberg";1;1;1947;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: fruto";"splink.mun"
"Aralia warmingiana";-51.1306;-29.6783;"PACA-AGP";"41585";"P. Fiaschi";"Brasil";"RS";"Novo Hamburgo";"Ad montem Ferrabraz";16;5;1949;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: estÈril";"splink.mun"
"Aralia warmingiana";-51.1306;-29.6783;"PACA-AGP";"42912";"P. Fiaschi";"Brasil";"RS";"Novo Hamburgo";"Schwabenschneis";12;8;1949;"Rambo, B.";"";"EM PERIGO Habitat: In silva primaeva. Fenofase: estÈril";"splink.mun"
"Aralia warmingiana";-54.2631;-28.2992;"PACA-AGP";"4675";"P. Fiaschi";"Brasil";"RS";"Santo ¬ngelo";"Boca do Mato";18;2;1941;"Rambo, B.";"";"Habitat: In silva primaeva. Fenofase: estÈril";"splink.mun"
"Aralia warmingiana";-51.3756;-29.5867;"PACA-AGP";"57187";"P. Fiaschi";"Brasil";"RS";"S„o Sebasti„o do CaÌ";"Bohmerschneis";1;4;1955;"Rambo, B.";"";"EM PERIGO Habitat: In silva. Fenofase: fruto";"splink.mun"
"Aralia warmingiana";-47.55;-21.47;"PACA-AGP";"67358";"P. Fiaschi";"Brasil";"SP";"Sao Simao";"Faz. Aritozina";29;1;1982;"Leitao f.";"";"Altura de 15m.Herb. Univ. Est. Campinas 13280. Habitat: Em ·rea de transiÁ„o mata-cerrado. Fenofase: flor creme esverdeada";"splink.mun"
"Aralia warmingiana";-51.1628;-23.3103;"SPSF";"26004";"";"Brasil";"PR";"Londrina";"Parque Estadual Mata dos Godoy";3;3;1993;"L.H.Soares Silva & F.Chagas Silva";"307";"COLETA: XLS: SPSFAntigo;";"splink.mun"
"Aralia warmingiana";-51.1906;-22.9967;"SPSF";"33641";"";"Brasil";"PR";"Bela Vista do Paraiso";"bosque municipal";18;4;2001;"L.Fadelli";"";"COLETA: XLS: SPSFAntigo;";"splink.mun"
