"issues" "scientificName" "decimalLongitude" "decimalLatitude" "collectionCode" "catalogNumber" "identifiedBy" "country" "stateProvince" "county" "locality" "day" "month" "year" "recordedBy" "recordNumber" "occurrenceRemarks"
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "704540" NA "Brazil" "Bahia" NA "Forests of Rio Grongogy Basin, State of Bahia" 1 10 1915 "H. M. Curran" "s.n." NA
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -74.14 -9.1839 "Botany" NA NA "Peru" NA NA NA NA NA 1778 "H. Ru<U+FFFD>z L. & J. A. Pav<U+FFFD>n" NA NA
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -39.583333 -15.166667 "CEPEC" "88302" "J. G. Jardim" "Brazil" "Bahia" NA "Rod. Jussari/Palmira. Entr. ca. 7,5Km depois mais 1,7Km até sede Faz. Teimoso. Serra do Teimoso. RPPN. Árvore 228." NA NA NA "J. G. Jardim" "1653" "Ambiente: Mata. Habito: Árvore maior que 5m e menor 20m"
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw31652" NA "Brazil" "Minas Gerais" NA NA NA NA NA "A. Mattos" "RB 90037" NA
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -46.723888 -14.539166 "CEN" "56282" NA "Brazil" "Go" NA "Fazenda Itú (Sr. Felipe). Ponto 3." NA NA NA "Anderson Cássio Sevilha" "3084" "Tubo da corola vináceo, estames brancos. Sobre afloramento calcário."
"RECORDED_DATE_INVALID" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "L.1068454" NA "Brazil" "Bahía" NA "Rio Crongogy" NA NA NA "Curran  HM" NA NA
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "L.1068453" NA "unknown or invalid" NA NA NA NA NA NA "Unknown" NA NA
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "CEN" "23207" NA "Brazil" "Go" NA "Estrada de terra Campos Belos - Divinópolis de Goiás; a 20 km do entroncamento com a GO-118." NA NA NA "Taciana Barbosa Cavalcanti" "713" "8 m altura."
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -39.083333 -12.533333 "CEPEC" "26686" "G. M. Carvalho" "Brazil" "Bahia" NA "Ipuaçu. Vale dos Rios Paraguaçu e Jacuípe." NA NA NA "Grupo Pedra do Cavalo" "925" "Ambiente: Mata. Habito: Árvore, ca. 12m."
"RECORDED_DATE_INVALID" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "U  0050635" NA "Brazil" "Bahía" NA "Rio Crongogy" NA NA NA "Curran  HM" NA NA
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -46.7725 -13.61556 "CEN" "56782" "A. C. Servilha" "Brazil" "Go" NA "Fazenda Flor do Ermo. Prop. José Pereira." NA NA NA "Anderson Cássio Sevilha" "1823" "Casca lisa com estrias rugosas de cor cinza. Casca viva verde por fora, amarela por dentro. Flores brancas quando novas e alaranjadas quando velhas."
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -39.528611 -15.158056 "CEPEC" "81830" "A. M. Amorim" "Brazil" "Bahia" NA "Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. RPPN Serra do Teimoso." NA NA NA "A. M. Amorim" "2467" "Ambiente: Mata Mesófila. Habito: Árvore maior que 20m e menor que 50m"
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -44.241389 -15.123306 "BHCB" "53221" NA "Brazil" "Minas Gerais" NA "Rio Peruaçu." NA NA NA "Costa, LV; Amado, JC" "333" NA
"GEODETIC_DATUM_ASSUMED_WGS84" "Cavanillesia arborea (Willd.) K.Schum." -46.583333 -13.916666 "CEN" "25654" "B. A. S. Pereira" "Brazil" "Go" NA "Floresta decídua no km 16 da estrada Posse / Guarani de Goiás." NA NA NA "Benedito Alísio da Silva Pereira" "2819" "Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE."
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw9863" NA "Brazil" "Minas Gerais" NA NA NA NA NA "Collector unknown" "s.n." NA
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "U  0261147" NA "Brazil" NA NA NA NA NA NA "Unknown" NA NA
"" "Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw2685" NA "Brazil" "Minas Gerais" NA NA NA NA NA "H. M. Curran" "s.n." NA
