"scientificname" "longitude" "latitude" "collectioncode" "catalognumber" "identifiedby" "country" "stateprovince" "county" "locality" "daycollected" "monthcollected" "yearcollected" "collector" "collectornumber" "notes" "source"
"Aralia warmingiana (Marchal) J.Wen" -54.21 -26.92 "HERB" "88312" "Tressens, S. G." "Argentina" "Misiones" "GuaranÃ­" "Predio GuaranÃ­. Sendero CIFOR en selva" NA NA NA "Tressens, S. G." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "P" "P03258230" NA NA NA NA NA NA NA NA NA NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "HERB" "52703" "-" "Paraguay" "Amambay" "-" "Sierra de Amambay, in silvis Punta PorÃ¡" NA NA NA "Hassler, E." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "HERB" "35218" "-" "Argentina" "Formosa" "-" "Guaycole?" NA NA NA "JÃ¶rgensen, P." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "CTES-VASC" "561891" "tronco de 49 cm diÃ¡m.""" "Argentina" "Corrientes" "Santo TomÃ©" "Ruta 38, 17 Km NW de ruta 14." NA NA NA "Tressens, S. G." "1225" """En isleta de selva. Arbol de 15 m alt" "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "Herbarium" "K000588120" "Wen, J." NA NA NA "Posta-cuÃ©, prÃ¨s de Yaguaron" NA NA NA "Balansa, B." "3158" "En Guarani: Chino" "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "HERB" "52702" "Stutz, L. C." "Paraguay" "CanindeyÃº" "-" "Salto del Guaira" NA NA NA "Bernardi, L." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" -58.5 -27.33 "CTES-VASC" "561895" NA "Argentina" "Corrientes" "San Cosme" "Ruta 12. 10 Km E del desvÃ­o a Paso de la Patria." NA NA NA "Tressens, S. G." "1040" "En isleta de selva, borde de ruta. Arbol de ca. 4 m de alt. Tronco blanquecino, recto. Hojas A, B y C" "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "Herbarium" "K000442332" "Wen, J." "Brazil" NA NA "Estado de Bahia: Baum in der Catinga bei Tamburg." NA NA NA "Ule, E." "7073" NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "P" "P03258226" NA "Brazil" "Rio de Janeiro" NA NA NA NA NA "Glaziou, A." NA NA "gbif"
"Pentapanax warmingianus (Marchal) Harms" -57 -26 "Geneva Herbarium â€“ General Collection (G)" "G-G-109168/3" NA "Paraguay" NA NA "Departamento Paraguari/Departamento de ParaguarÃ­" NA NA NA "Balansa, B." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" -56.73 -27.72 "CTES-VASC" "561889" NA "Argentina" "Corrientes" "ItuzaingÃ³" "RN 12, RincÃ³n OmbÃº Chico." NA NA NA "MedÃ¡n, D." "16863" "Costa del rÃ­o. Arbusto mas o menos 4-5 m." "gbif"
"Aralia warmingiana (Marchal) J.Wen" -55.32 -27.62 "HERB" "51235" "-" "Argentina" "Misiones" "Leandro N. Alem" "leandro N. Alem" NA NA NA "Buchinger, M." NA NA "gbif"
"Aralia warmingiana (Marchal) J.Wen" -56.23 -28.21 "CTES-VASC" "561893" NA "Argentina" "Corrientes" "Santo TomÃ©" "Garruchos, Estancia San Juan Bautista." NA NA NA "Krapovickas, A." "25164" """Arbol mas o menos 5 a 6 m de alt., N.V: """"parÃ­-Paroa"""".""" "gbif"
"Aralia warmingiana (Marchal) J.Wen" -56.07 -27.05 "CTES-VASC" "561890" NA "Argentina" "Corrientes" "ItuzaingÃ³" "Ea. Sta. Rita." NA NA NA "Krapovickas, A." "41160" "Isleta de selva con urunday prÃ³xima al rÃ­o ParanÃ¡. Interior de isleta de selva. Arbolito joven." "gbif"
"Aralia warmingiana (Marchal) J.Wen" NA NA "HERB" "52704" "-" "Paraguay" "Alto ParanÃ¡" "-" "Pto Stroessner" NA NA NA "Stutz, L. C." NA NA "gbif"
"Aralia warmingiana" -46.993611 -18.944722 "SPFW" "554" "P. Fiaschi 2012" "Brasil" "Minas Gerais" "Patrocínio" "Serra do Salitre" 1 1 1994 "Ceccantini, G.C.T." "315" "" "splink"
"Aralia warmingiana" 0 0 "ESA" "ESA096201" "Lovato, M.C." "Brasil" "Paraná" "Primeiro de Maio" "" 3 4 2001 "Pavão, O.C. et al." "" "" "splink"
"Aralia warmingiana" 0 0 "ESA" "ESA110074" "" "Brasil" "São Paulo" "Gália" "" NA NA NA "Toniato, M.T.Z. ; Barreto, T.E." "70" "" "splink"
"Aralia warmingiana" 0 0 "MBM" "157192" "Sobral, M" "Brazil" "Paraná" "Pinhão" "Reserva Rio dos Touros" 9 11 1991 "Tramujas, AP" "549" "" "splink"
"Aralia warmingiana" -46.53 -13.80333 "CEN" "41685" "P. Fiaschi" "Brasil" "GO" "GUARANI DE GOIAS" "Fazenda Forquilha. (Mata 3). Prop. Sr. Vigilato Francisco Neto." NA NA NA "Marina de Lourdes Fonseca Resende" "2947" "Árvore heliófito. Folhas discolores verde. Cálice verde, flores, botões e estames alvos. (Linha 2, parcela 15, árvore 305). Doação do Herbário IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Goiás." "splink"
"Aralia warmingiana" 0 0 "HUFU" "23122" "Soares-Silva, L.H." "Brasil" "Paraná" "Londrina" "Floresta Godoy-Próximo parc. 5 e14 da porção norte." 18 3 1994 "Silva, F.C. e" "1682" "DESC:Árvore, ca. 30 m. Botão floral e flores creme.;" "splink"
"Aralia warmingiana" -53.3775 -26.471944 "FURB" "20629" "Stival-Santos, A" "Brasil" "Santa Catarina" "Palma Sola" "Escondida" 13 5 2009 "Stival-Santos, A; Schmitt, J; Silveira, S" "1524" "Fito IFFSC 6005 /L/10" "splink"
"Aralia warmingiana" -49.516667 -19.916667 "HRCB" "39355" "Mendoza, M." "Brasil" "São Paulo" "Paulo de Faria" "Estação Ecológica de Paulo de Faria" 20 11 2001 "Tomasetto, F." "198" "Árvore ca. 20m, botões creme, interior da mata." "splink"
"Aralia warmingiana" -40.304167 -20.276667 "VIES" "758" "" "Brasil" "Espírito Santo" "Vitória" "Campus da UFES - Goiabeiras, Floresta de Tabuleiro." 6 5 1985 "Vinha, P.C." "s.n." "Árvore com 5 m de altura. Flor alva." "splink"
"Aralia warmingiana" 0 0 "HDCF" "6040" "Longhi, S. J." "Brasil" "Rio Grande do Sul" "Frederico Westphalen" "" 10 10 2007 "Scipioni, M. C.; Meyer, E. A." "s.n." "Ocorre na Floresta do Alto Uruguai e eventualmente na Floresta da Encosta meridional do Planalto" "splink"
"Aralia warmingiana" 0 0 "HDCF" "6041" "Longhi, S. J." "Brasil" "Rio Grande do Sul" "Frederico Westphalen" "" 10 10 2007 "Scipioni, M. C.; Meyer, E. A." "s.n." "" "splink"
"Aralia warmingiana" -44.0825 -18.644444 "HDJF" "825" "Machado; E.LM." "Brasil" "Minas Gerais" "Presidente Juscelino" "Presidente Juscelino, Minas Gerais, Zona rural" NA 9 2012 "Oliveira, A.C.C.; Machado, E.L.M." "" "" "splink"
"Aralia warmingiana" -44.0825 -18.644444 "HDJF" "826" "Machado; E.LM." "Brasil" "Minas Gerais" "Presidente Juscelino" "Presidente Juscelino, Minas Gerais, Zona rural" NA 9 2012 "Oliveira, A.C.C.; Machado, E.L.M." "" "" "splink"
"Coemansia warmingiana" 0 0 "IPA" "50582" "Barroso, G.M." "Brasil" "Bahia" "Itiuba" "Fazenda Experimental da EPABA" 25 5 1983 "Pinto, G.C.P.; Bautista, H.P.; Bautista, H.P." "91" "Árvore de aproximadamente 6m de altura, fuste retilíneo com casca , lembrando o pau-d'arco roxo; madeira mole.; Vegetação: Floresta Estacional Decidual." "splink"
"Coudenbergia warmingiana" 0 0 "IPA" "27289" "Zoé Brito" "Brasil" "Pernambuco" "Serra Talhada" "Estação Experimental do IPA, numa unidade experimental do Projeto Caprino." 12 11 1980 "Zoé Brito" "55" "Árvore ca. 3,5m de altura. Rara.; Caatinga. Solo pedregoso." "splink"
"Aralia warmingiana" 0 0 "BOTU" "27175" "Soares e Silva, L.H." "Brasil" "Paraná" "Londrina" "" 18 3 1994 "Chagas e Silva, F." "11379" "Árvore, 30 metros de altura; botão floral e flores creme; suber lenhoso, corte creme." "splink"
"Aralia cf. warmingiana" -56.696111 -21.283583 "COR" "11572" "M. Mendoza, 21/01/2016" "Brasil" "MS" "Porto Murtinho" "Fazenda Harmonia - Rio Perdido" 8 9 2005 "Damasceno Jr., G.A.;Maria,V.R.; Batilani,J.; Pott,A; Velasques,J." "3863" "" "splink"
"Aralia warmingiana" 0 0 "BHCB" "32691" "" "Brasil" "Minas Gerais" "Lagoa Santa" "Carste de Lagoa Santa" NA NA NA "" "s.n." "" "splink"
"Aralia warmingiana" 0 0 "BHCB" "32691" "" "Brasil" "Minas Gerais" "Lagoa Santa" "Carste de Lagoa Santa" NA NA NA "" "s.n." "" "splink"
"Aralia warmingiana" -42.8817 -20.7542 "NYBG_BR" "00935759" "J. Wen" "Brasil" "Minas Gerais" "Viçosa" "Viçosa" 1 11 1935 "J. Kulhmann" "s.n." "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995099\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Aralia warmingiana" -47 -16 "NYBG_BR" "00958278" "J. Wen" "Brasil" "Minas Gerais" "" "Sagarana, Projeto Integrado de Colonizaçao (INCRA), NW Minas Gerais" 15 9 1985 "J. A. Ratter" "R5047" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022190\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Aralia warmingiana" -47 -16 "NYBG_BR" "00958279" "J. Wen" "Brasil" "Minas Gerais" "" "Sagarana, Projeto Integrado de Colonizaçao (INCRA), NW Minas Gerais" 15 9 1985 "J. A. Ratter" "R5047" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1022192\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Aralia warmingiana" -39.1839 -12.1617 "NYBG_BR" "1144310" "" "Brasil" "Bahia" "Anguera" "Fazenda Retiro, ca. 18 km de Feira de Santana na Estrada do Feijão sentido Ipirá." 22 5 2007 "D. B. O. S. Cardoso" "1962" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287245\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Aralia warmingiana" 0 0 "ICN" "021640" "Fiaschi, P" "Brasil" "RS" "Derrubadas" "Tenente Portela" 30 1 1973 "Lima, DA" "s.n." "Espécie ameaçada de extinção (Em perigo)." "splink"
"Aralia warmingiana" 0 0 "ICN" "083770" "Fiaschi, P" "Brasil" "RS" "Dois Irmãos" "BR 116 Km 65" NA NA NA "Nelson, A" "s.n." "Espécie ameaçada de extinção (Em perigo)." "splink"
"Aralia warmingiana" -53.9975 -27.474722 "ICN" "161928" "Molz, M" "Brasil" "RS" "Três Passos" "Distrito de Padre Gonzáles RS 305 22J203787.57 E 6957398.52 S" 10 5 2008 "Molz, M" "s.n." "" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "28136" "P. Fiaschi" "Brasil" "RS" "Nonoai" "Ad fl. Uruguay" 1 3 1945 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "32845" "P. Fiaschi" "Brasil" "RS" "Montenegro" "Butterberg" 17 12 1945 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "36013" "P. Fiaschi" "Brasil" "RS" "Montenegro" "Butterberg" 1 1 1947 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: fruto" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "41585" "P. Fiaschi" "Brasil" "RS" "Novo Hamburgo" "Ad montem Ferrabraz" 16 5 1949 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: estéril" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "42912" "P. Fiaschi" "Brasil" "RS" "Novo Hamburgo" "Schwabenschneis" 12 8 1949 "Rambo, B." "" "EM PERIGO Habitat: In silva primaeva. Fenofase: estéril" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "4675" "P. Fiaschi" "Brasil" "RS" "Santo Ângelo" "Boca do Mato" 18 2 1941 "Rambo, B." "" "Habitat: In silva primaeva. Fenofase: estéril" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "57187" "P. Fiaschi" "Brasil" "RS" "São Sebastião do Caí" "Bohmerschneis" 1 4 1955 "Rambo, B." "" "EM PERIGO Habitat: In silva. Fenofase: fruto" "splink"
"Aralia warmingiana" 0 0 "PACA-AGP" "67358" "P. Fiaschi" "Brasil" "SP" "Sao Simao" "Faz. Aritozina" 29 1 1982 "Leitao f." "" "Altura de 15m.Herb. Univ. Est. Campinas 13280. Habitat: Em área de transição mata-cerrado. Fenofase: flor creme esverdeada" "splink"
"Aralia warmingiana" -39.0064722222222 -7.71033333333333 "HVASF" "21235" "D.G. Oliveira" "Brasil" "Ceará" "Jati" "Reservatório Jati" 27 8 2013 "D.G. Oliveira" "1029" "Árvore ca. de 7m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos em desenvolvimento." "splink"
"Aralia warmingiana" -39.0064444444444 -7.71033333333333 "HVASF" "21598" "E. Melo" "Brasil" "Ceará" "Jati" "Reservatório Jati, coletado na cota mais baixa um vale" 22 11 2013 "D.G. Oliveira" "1059" "Árvore ca. de 6,5m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos coloração creme em desenvolvimento." "splink"
"Aralia warmingiana" -36.9494861111111 -8.24941111111111 "HVASF" "22183" "V.M. Cotarelli" "Brasil" "Paraíba" "São João do Tigre" "Povoado Juazeiro" 3 2 2014 "A.C.P. Oliveira" "3264" "Árvore ca. de 5m alt.. Flores e botões florais verde-claros." "splink"
"Aralia warmingiana" -37.1129722222222 -7.84683333333333 "HVASF" "2687" "P. Fiaschi" "Brasil" "Paraíba" "Monteiro" "Sítio Olhinho Dágua, Serrote do Peru" 18 12 2008 "J. Antunes" "65" "Árvore, ca. 5m alt. Caule acinzentado. Flores passadas, receptáculo esverdeado, gineceu alvo. Frutos esverdeados." "splink"
"Aralia warmingiana" -39.006472 -7.710333 "HVASFW" "413" "D.G. Oliveira" "Brasil" "Ceará" "Jati" "Reservatório Jati" 27 8 2013 "D.G. Oliveira" "1029" "Árvore ca. de 7m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos em desenvolvimento." "splink"
"Aralia warmingiana" -39.006444 -7.710333 "HVASFW" "427" "E. Melo" "Brasil" "Ceará" "Jati" "Reservatório Jati, coletado na cota mais baixa um vale" 22 11 2013 "D.G. Oliveira" "1059" "Árvore ca. de 6,5m alt.. Caule com ritidoma espesso, rugoso, fissuras longitudinais. Ramos jovens com cicatrizes foliares. Folhas bipinadas, espiraladas. Flores com tonalidade creme-alva. Frutos coloração creme em desenvolvimento." "splink"
"Aralia warmingiana" 0 0 "SPSF" "26004" "" "Brasil" "PR" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "L.H.Soares Silva & F.Chagas Silva" "307" "COLETA: XLS: SPSFAntigo;" "splink"
"Aralia warmingiana" 0 0 "SPSF" "33641" "" "Brasil" "PR" "Bela Vista do Paraiso" "bosque municipal" 18 4 2001 "L.Fadelli" "" "COLETA: XLS: SPSFAntigo;" "splink"
"Aralia warmingiana" 0 0 "FUEL" "10239" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 17 3 1989 "Soares-Silva, L.H.; Francisco das Chagas e Silva" "196" "; DESC: Arvore, 25,0m de altura, botoes florais e flores cremes." "splink"
"Aralia warmingiana" 0 0 "FUEL" "10742" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Soares-Silva, L.H.; Francisco das Chagas e Silva" "307" "; DESC: Arvore, 30,0m de alt., botoes florais e flores amareladas, odorifera, rara na area" "splink"
"Aralia warmingiana" 0 0 "FUEL" "11379" "Frondin, D." "Brasil" "Paraná" "Londrina" "Floresta dos Godoy, Proximo parc.5 e 14 da porcao norte" 18 3 1994 "Francisco das Chagas e Silva; Soares-Silva, L.H." "1682" "; DESC: Arvore, 30,0m de alt; botao floral e flores creme; suber lenhoso, corte creme." "splink"
"Aralia warmingiana" 0 0 "FUEL" "30339" "S.F. de Andrade" "Brasil" "Paraná" "Sertanópolis" "Fazenda Fartura" 28 9 2000 "Francisco, E.M." "s.n." "; DESC: Árvore 10m. Borda da mata." "splink"
"Aralia warmingiana" 0 0 "FUEL" "36195" "" "Brasil" "Paraná" "Londrina" "Fazenda Figueira" 24 11 2003 "Estevan, D.A.; et al." "285" "; DESC: Árvore 9m, veg. Fragmento 1." "splink"
"Aralia warmingiana" 0 0 "FUEL" "36434" "Lovato, M.C." "Brasil" "Paraná" "Primeiro de Maio" "Água da Garça, Sitio Santo Antonio, Sítio Santo Antonio" 3 4 2001 "Pavão, O.C.; et al." "s.n." "; DESC: Arvore 12m; frutos imaturos verdes; flores verde-creme; beira da estrada." "splink"
"Aralia warmingiana" 0 0 "FUEL" "36483" "Vieira, A.O.S." "Brasil" "Paraná" "Bela Vista do Paraíso" "Bosque Municipal" 18 4 2001 "Fadelli, L.; et al." "s.n." "; DESC: Árvore 25m; CAP 2,18m, projeção copa 13,5 x 12m; frutos maduros cor roxa; frutos c. cachos possuindo vários glomérulos; interior do Bosque; VIVEIRO No. 365." "splink"
"Aralia warmingiana" 0 0 "FUEL" "45827" "Lovato, M.C." "Brasil" "Paraná" "Londrina" "Faz. Figueira" 13 4 2003 "Estevan, D.A.; et al." "1731" "; DESC: Árvore, frutos fragmento 1." "splink"
"Aralia warmingiana" 0 0 "SPF" "105530" "Anônimo" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Soares, LH" "307" "" "splink"
"Aralia warmingiana" -44.183333 -18.283333 "SPF" "111341" "Pirani, JR" "Brasil" "Minas Gerais" "Santo Hipólito" "" 3 4 1996 "Pirani, JR" "3734" "" "splink"
"Aralia warmingiana" 0 0 "SPF" "152879" "Frodin, DG" "Brasil" "Minas Gerais" "Lagoa Santa" "Área de Proteção Ambiental Carste de Lagoa Santa" 3 3 1996 "Brina, AE" "s.n." "" "splink"
"Aralia warmingiana" 0 0 "SPF" "71068" "Anônimo" "Brasil" "Minas Gerais" "Vespasiano" "Região metropolitana de Belo Horizonte. Afloramento metropolitano de Belo Horizonte. Adjacente à Lavra da Cia. de cimento Portland Itaú." NA 12 1990 "Rollo, MAL" "23" "" "splink"
"Aralia warmingiana" 0 0 "SPF" "89013" "Anônimo" "Brasil" "Minas Gerais" "Patrocínio" "Serra do Salitre, Mata ciliar próximo à margem do Rio Salitre." 24 3 1994 "Ceccantini, G" "315" "" "splink"
"Aralia warmingiana" -44.32 -13.586111 "HUEFS" "118237" "" "Brasil" "Bahia" "Coribe" "Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe." 10 4 2007 "Queiroz, L.P.de" "12740" "Floresta estacional." "splink"
"Aralia warmingiana" -42.245556 -13.297222 "HUEFS" "119255" "P.Fiaschi" "Brasil" "Bahia" "Paramirim" "Caminho Catuarama para Mateus." 28 4 2007 "Conceição, A.A." "1888" "Caatinga." "splink"
"Aralia warmingiana" -39.183889 -12.161667 "HUEFS" "120049" "" "Brasil" "Bahia" "Anguera" "Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá." 22 5 2007 "Cardoso, D." "1962" "Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra." "splink"
"Aralia warmingiana" -44.968889 -12.376944 "HUEFS" "122708" "R.M.Santos" "Brasil" "Bahia" "São Desidério" "BR 135." 2 7 2007 "Santos, R.M." "1771" "Caatinga arbórea e afloramento de calcário." "splink"
"Aralia warmingiana" -41.501667 -12.327222 "HUEFS" "122759" "" "Brasil" "Bahia" "Iraquara" "" 12 7 2007 "Santos, R.M." "1822" "Caatinga." "splink"
"Aralia warmingiana" 0 0 "HUEFS" "137414" "" "Brasil" "Bahia" "Morro do Chapéu" "Buraco da Duda ou Buracão." 19 4 2008 "Melo, E." "5678" "Caatinga. Afloramento de calcário." "splink"
"Aralia warmingiana" -40.5 -12.419444 "HUEFS" "141901" "" "Brasil" "Bahia" "Itaberaba" "ARIE Serra do Orobó. Fazenda Leão dos Brejos." 16 8 2008 "Queiroz, L.P.de" "13685" "Floresta estacional semi-decidual." "splink"
"Aralia warmingiana" -40.522778 -13.316111 "HUEFS" "178098" "" "Brasil" "Bahia" "Maracás" "Estrada para Marcionílio Souza, ca. 12,6 km da cidade." 3 11 2011 "Melo, E." "10559" "Caatinga, beira da estrada." "splink"
"Aralia warmingiana" 0 0 "HUEFS" "89106" "" "Brasil" "Paraná" "Bela Vista do Paraíso" "Bosque Municipal" 18 4 2001 "Fadelli, L." "FUEL36483" "" "splink"
"Aralia warmingiana" 0 0 "SP" "338575" "" "Brasil" "Paraná" "Londrina" "Parque Estadual Mata dos Godoy" 3 3 1993 "Silva, LHS; Silva, FC" "307" "" "splink"
"Aralia warmingiana" 0 0 "SP" "338600" "" "Brasil" "Paraná" "Londrina" "Floresta Godoy, próximo parc. 5 e 14 da porção norte" 18 3 1994 "Silva, FC; Silva, LHS" "1682" "" "splink"
"Aralia warmingiana" -53.866389 -25.296833 "HCF" "22244" "M.G. Caxambu" "Brasil" "PR" "Céu Azul" "Parque Nacional do Iguaçu - Estrada de" 12 1 2017 "M.G. Caxambu" "7742" "árvore ca. 15 m, heliófita. Folhas levemente discolores. Flores com cálice verde e corola alva. Casca fissurada. Ocorrência ocasional." "splink"
"Aralia warmingiana" 0 0 "HCF" "2240" "J. Cordeiro & E. Barboza" "Brasil" "PR" "Campo Mourão" "Pousada A Fazendinha" 22 5 2005 "H.C.L. Geraldino" "18" "Árvore ca. 15m, heliófita, tronco cascudo, folhas compostas, opostas, glabras. Presença de frutos em forma de cacho na cor amarelo escuro." "splink"
"Aralia aralia warmingiana" -47.801998 -21.170601 "SINBIOTA" "50850076" "" "Brazil" "SP" "Ribeirão Preto" "Bosque Municipal Fábio Barreto" NA NA NA "Olga Kotchetkoff Henriques e Maurício de Oliveira" "" "" "splink"
"Aralia aralia warmingiana" -47.695202 -21.1387 "SINBIOTA" "80380029" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal situado próximo ao morro do Piripau" NA NA NA "Olga Kotchetkoff Henriques e Maurício Bohlinger" "" "" "splink"
"Aralia aralia warmingiana" -47.670601 -21.132099 "SINBIOTA" "80390042" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal situado no morro do Piripau" NA NA NA "Olga Kotchetkoff Henriques e Andrei Furlan" "" "" "splink"
"Aralia aralia warmingiana" -47.789501 -21.0653 "SINBIOTA" "80450045" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal situado na margem do rio Pardo" NA NA NA "Olga Kotchetkoff Henriques e Maurício Bohlinger" "" "" "splink"
"Aralia aralia warmingiana" -47.882 -21.3106 "SINBIOTA" "80600047" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal situado na região sul do município" NA NA NA "Olga Kotchetkoff Henriques e Anselmo Nogueira" "" "" "splink"
"Aralia aralia warmingiana" -47.8997 -21.2987 "SINBIOTA" "80630080" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal conhecido na região como Cruz do Pedro, região sul do município" NA NA NA "Olga Kotchetkoff Henriques e Maurício de Oliveira" "" "" "splink"
"Aralia aralia warmingiana" -47.821999 -21.2922 "SINBIOTA" "80680038" "" "Brazil" "SP" "Ribeirão Preto" "Fragmento florestal próximo ao distrito de Bonfim Paulista." NA NA NA "Olga Kotchetkoff Henriques e Marco Sandrini" "" "" "splink"
"Aralia warmingiana" -51.0283 -22.8506 "ESA" "ESA096201" "Lovato, M.C." "Brasil" "Paraná" "Primeiro de Maio" "" 3 4 2001 "Pavão, O.C. et al." "" "" "splink.mun"
"Aralia warmingiana" -49.55 -22.29 "ESA" "ESA110074" "" "Brasil" "São Paulo" "Gália" "" NA NA NA "Toniato, M.T.Z. ; Barreto, T.E." "70" "" "splink.mun"
"Aralia warmingiana" -51.6597 -25.6956 "MBM" "157192" "Sobral, M" "Brazil" "Paraná" "Pinhão" "Reserva Rio dos Touros" 9 11 1991 "Tramujas, AP" "549" "" "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "HUFU" "23122" "Soares-Silva, L.H." "Brasil" "Paraná" "Londrina" "Floresta Godoy-Próximo parc. 5 e14 da porção norte." 18 3 1994 "Silva, F.C. e" "1682" "DESC:Árvore, ca. 30 m. Botão floral e flores creme.;" "splink.mun"
"Aralia warmingiana" -53.3944 -27.3592 "HDCF" "6040" "Longhi, S. J." "Brasil" "Rio Grande do Sul" "Frederico Westphalen" "" 10 10 2007 "Scipioni, M. C.; Meyer, E. A." "s.n." "Ocorre na Floresta do Alto Uruguai e eventualmente na Floresta da Encosta meridional do Planalto" "splink.mun"
"Aralia warmingiana" -53.3944 -27.3592 "HDCF" "6041" "Longhi, S. J." "Brasil" "Rio Grande do Sul" "Frederico Westphalen" "" 10 10 2007 "Scipioni, M. C.; Meyer, E. A." "s.n." "" "splink.mun"
"Coemansia warmingiana" -39.8536 -10.6917 "IPA" "50582" "Barroso, G.M." "Brasil" "Bahia" "Itiuba" "Fazenda Experimental da EPABA" 25 5 1983 "Pinto, G.C.P.; Bautista, H.P.; Bautista, H.P." "91" "Árvore de aproximadamente 6m de altura, fuste retilíneo com casca , lembrando o pau-d'arco roxo; madeira mole.; Vegetação: Floresta Estacional Decidual." "splink.mun"
"Coudenbergia warmingiana" -38.2983 -7.99194 "IPA" "27289" "Zoé Brito" "Brasil" "Pernambuco" "Serra Talhada" "Estação Experimental do IPA, numa unidade experimental do Projeto Caprino." 12 11 1980 "Zoé Brito" "55" "Árvore ca. 3,5m de altura. Rara.; Caatinga. Solo pedregoso." "splink.mun"
"Aralia warmingiana" -51.1628 -23.3103 "BOTU" "27175" "Soares e Silva, L.H." "Brasil" "Paraná" "Londrina" "" 18 3 1994 "Chagas e Silva, F." "11379" "Árvore, 30 metros de altura; botão floral e flores creme; suber lenhoso, corte creme." "splink.mun"
"Aralia warmingiana" -43.8897 -19.6272 "BHCB" "32691" "" "Brasil" "Minas Gerais" "Lagoa Santa" "Carste de Lagoa Santa" NA NA NA "" "s.n." "" "splink.mun"
"Aralia warmingiana" -43.8897 -19.6272 "BHCB" "32691" "" "Brasil" "Minas Gerais" "Lagoa Santa" "Carste de Lagoa Santa" NA NA NA "" "s.n." "" "splink.mun"
"Aralia warmingiana" -53.8608 -27.2647 "ICN" "021640" "Fiaschi, P" "Brasil" "RS" "Derrubadas" "Tenente Portela" 30 1 1973 "Lima, DA" "s.n." "Espécie ameaçada de extinção (Em perigo)." "splink.mun"
"Aralia warmingiana" -51.0853 -29.5803 "ICN" "083770" "Fiaschi, P" "Brasil" "RS" "Dois Irmãos" "BR 116 Km 65" NA NA NA "Nelson, A" "s.n." "Espécie ameaçada de extinção (Em perigo)." "splink.mun"
