"scientificname" "longitude" "latitude" "collectioncode" "catalognumber" "identifiedby" "country" "stateprovince" "county" "locality" "daycollected" "monthcollected" "yearcollected" "collector" "collectornumber" "notes" "source"
"Cavanillesia arborea (Willd.) K.Schum." -30.083333 -12.533333 "HUEFS" "832" NA "Brazil" "Bahia" NA NA NA 11 1980 "Grupo Pedra do Cavalo" "925" NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." -71.366667 -11.9 "MO" "1452491" "A. Gentry" "Peru" "Madre de Dios" NA "Trails 4, 5 and 9, Cashu Cocha Camp, Manu National Park." 21 10 1979 "Alwyn H. Gentry|James Aronson|RamÃ³n RamÃ­rez Catauga" "Gentry 27075" NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." -78.63333 -4.5 "MO" "910332" "A. Gentry (MO)" "Peru" "Amazonas" "Condorcanqui" "RÃ­o Cenepa.  Vicinity of Huampami, ca. 5 km. east of ChÃ¡vez ValdÃ­via. Chigkan entsa.  Al lado de su casa de UnÃ­sum.  En bosque secundario." 14 8 1978 "Ernesto Ancuash Atsut" "Ancuash Atsut 1489" NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -39.5338182700265 -15.9545319822605 NA "402428" "J. A. Kallunki" "Brazil" "Bahia" "Itapebi" "Faz. Ventania estrada velha ao rio Jequitinonha" 17 8 1971 "T. S. dos Santos" "1856" NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." NA NA "MO" "3057560" NA "Peru" "Loreto" NA "Km. 98 d ela Carretera Pucallpa-Huanuco. Prov. Coronel Portillo, Calleria.bosque tropical seco." 3 7 1968 "Salas" "Salas 19" NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -39.4952160228309 -15.1954157528398 NA "402427" "J. A. Kallunki" "Brazil" "Bahia" "Jussari" "Itabuna, JuÃ§ari." 24 7 1967 "R. S. Pinheiro" "135" NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -40.678056 -19.814167 "MBML-HERBARIO" "1233" NA "Brazil" "EspÃ­rito Santo" NA "SÃ£o JoÃ£o de PetrÃ³polis" 21 11 1953 "G. Dalcolmo" "0" "Nome vulgar: barriguda." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -40.678056 -19.814167 "MBML_HERBARIO" "1233" NA "Brazil" "EspÃ­rito Santo" NA "SÃ£o JoÃ£o de PetrÃ³polis" 21 11 1953 "G. Dalcolmo" "0" "Nome vulgar: barriguda." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "704540" NA "Brazil" "Bahia" NA "Forests of Rio Grongogy Basin, State of Bahia" 1 10 1915 "H. M. Curran" "s.n." NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." NA NA "MO" "1910365" NA "Peru" NA NA "Vulg. Pipio et arbol del amber in Peruvia ad Huayaguil." NA NA 1799 "HipÃ³lito Ruiz L.|JosÃ© A. PavÃ³n" "Ruiz LÃ³pez 1646" NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -74.14 -9.1839 "Botany" NA NA "Peru" NA NA NA NA NA 1778 "H. Ru<U+FFFD>z L. & J. A. Pav<U+FFFD>n" NA NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -39.583333 -15.166667 "CEPEC" "88302" "J. G. Jardim" "Brazil" "Bahia" NA "Rod. Jussari/Palmira. Entr. ca. 7,5Km depois mais 1,7Km atÃ© sede Faz. Teimoso. Serra do Teimoso. RPPN. Ãrvore 228." NA NA NA "J. G. Jardim" "1653" "Ambiente: Mata. Habito: Ãrvore maior que 5m e menor 20m" "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw31652" NA "Brazil" "Minas Gerais" NA NA NA NA NA "A. Mattos" "RB 90037" NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." -40.443889 -18.776944 "CEPEC" "125209" "J. G. de C.-Sobrinho" "Brazil" "Espirito Santo" NA "Ãrea de ProteÃ§Ã£o Ambiental da Pedra do Elefante. Trilha principal na Mata do Fuxico." NA NA NA "A. M. Amorim" "7560" "Ambiente: Mata Estacional SemidecÃ­dua. DecÃ­dua. Habito: Ãrvore, ca. 18m." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -46.723888 -14.539166 "CEN" "56282" NA "Brazil" "Go" NA "Fazenda ItÃº (Sr. Felipe). Ponto 3." NA NA NA "Anderson CÃ¡ssio Sevilha" "3084" "Tubo da corola vinÃ¡ceo, estames brancos. Sobre afloramento calcÃ¡rio." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "L.1068454" NA "Brazil" "BahÃ­a" NA "Rio Crongogy" NA NA NA "Curran  HM" NA NA "gbif"
"Cavanillesia umbellata Ruiz & Pav." -74.375627 -9.163761 "BOT" "BM000645684" NA "Peru" NA NA NA NA NA NA "JosÃ© Antonio PavÃ³n; b.1754; d.1844; Pav." "s.n." NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "L.1068453" NA "unknown or invalid" NA NA NA NA NA NA "Unknown" NA NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "CEN" "23207" NA "Brazil" "Go" NA "Estrada de terra Campos Belos - DivinÃ³polis de GoiÃ¡s; a 20 km do entroncamento com a GO-118." NA NA NA "Taciana Barbosa Cavalcanti" "713" "8 m altura." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -39.083333 -12.533333 "CEPEC" "26686" "G. M. Carvalho" "Brazil" "Bahia" NA "IpuaÃ§u. Vale dos Rios ParaguaÃ§u e JacuÃ­pe." NA NA NA "Grupo Pedra do Cavalo" "925" "Ambiente: Mata. Habito: Ãrvore, ca. 12m." "gbif"
"Cavanillesia umbellata Ruiz & Pav." NA NA "VascularPlants" "S-PLE-E4306" NA NA NA NA "Ex. Herb. Madrid" NA NA NA NA NA "R. C. P. 1778-88" "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "U  0050635" NA "Brazil" "BahÃ­a" NA "Rio Crongogy" NA NA NA "Curran  HM" NA NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -46.7725 -13.61556 "CEN" "56782" "A. C. Servilha" "Brazil" "Go" NA "Fazenda Flor do Ermo. Prop. JosÃ© Pereira." NA NA NA "Anderson CÃ¡ssio Sevilha" "1823" "Casca lisa com estrias rugosas de cor cinza. Casca viva verde por fora, amarela por dentro. Flores brancas quando novas e alaranjadas quando velhas." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -39.528611 -15.158056 "CEPEC" "81830" "A. M. Amorim" "Brazil" "Bahia" NA "Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. RPPN Serra do Teimoso." NA NA NA "A. M. Amorim" "2467" "Ambiente: Mata MesÃ³fila. Habito: Ãrvore maior que 20m e menor que 50m" "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -44.241389 -15.123306 "BHCB" "53221" NA "Brazil" "Minas Gerais" NA "Rio PeruaÃ§u." NA NA NA "Costa, LV; Amado, JC" "333" NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." -46.583333 -13.916666 "CEN" "25654" "B. A. S. Pereira" "Brazil" "Go" NA "Floresta decÃ­dua no km 16 da estrada Posse / Guarani de GoiÃ¡s." NA NA NA "Benedito AlÃ­sio da Silva Pereira" "2819" "DoaÃ§Ã£o da FundaÃ§Ã£o Instituto Brasileiro de Geografia e EstatÃ­stica. HerbÃ¡rio da Reserva EcolÃ³gica do IBGE." "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw9863" NA "Brazil" "Minas Gerais" NA NA NA NA NA "Collector unknown" "s.n." NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "U  0261147" NA "Brazil" NA NA NA NA NA NA "Unknown" NA NA "gbif"
"Cavanillesia arborea (Willd.) K.Schum." NA NA "Botany" "USw2685" NA "Brazil" "Minas Gerais" NA NA NA NA NA "H. M. Curran" "s.n." NA "gbif"
"Cavanillesia arborea" 0 0 "BCTW" NA "" "Brasil" "Minas Gerais" "Itacarambi" "" NA NA NA "" "" "enviado por Harri em 11/1994" "splink"
"Cavanillesia arborea" 0 0 "BAH" NA "Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia." "Brasil" "Bahia" "Cachoeira" "Estação da Mata (Bananeiras)." NA 10 1980 "Go. Pedra do Cavalo" "801" "Árvore de 15-20 m de altura e com tronco abaulado, flores e botões vermelho-alaranjados." "splink"
"Cavanillesia arborea" -46.724306 -14.539583 "CNMT" "3313" "" "Brasil" "Goiás" "Alvorada do Norte" "Fazenda Itú" 25 8 2003 "Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B." "3084" "Cerca de 12 metros de altura" "splink"
"Cavanillesia arborea" -46.723889 -14.539167 "CNMT" "3313" "" "Brasil" "Goiás" "Alvorada do Norte" "Fazenda Itú" 25 8 2003 "Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B." "3084" "Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário." "splink"
"Cavanillesia arborea" -46.723889 -14.539167 "CNMT" "3358" "" "Brasil" "Goiás" "Alvorada do Norte" "Fazenda Itú" 25 8 2003 "Sevilha, A.C.; Guarino,E.S.G.;Pereira,J.B." "3084" "Ponto 3; Ambiente : Cerrado(Floresta Estacional Decimal); Relevo: Altiplano; Substrato: Neossolo Quartzorênico; Flor: Branca; Fruto: Imaturo Verde; Tubo Da Corola Vináceo, Estame Brancos ; Sobre afloramento calcário." "splink"
"Cavanillesia umbellata" 0 0 "HPL" "4291" "V.C. Souza" "Brasil" "BA" "Ibotirama" "Coletada na estrada para Barreiras." 18 8 1994 "H. Lorenzi" "1601" "" "splink"
"Cavanillesia umbellata" 0 0 "HPL" "4292" "V.C. Souza" "Brasil" "MG" "Januária" "Coletada na fazenda Santa cecília de Sebastião Mentans." 18 8 1994 "H. Lorenzi" "1649" "" "splink"
"Cavanillesia arborea" 0 0 "CEPEC" NA "J. A. Kallunki" "Brasil" "Bahia" "JUSSARÍ" "" 24 7 1967 "R. S. Pinheiro" "135" "Ambiente: Mata Higrofila. Habito: Árvore maior que 20m e menor que 50m" "splink"
"Cavanillesia arborea" 0 0 "CEPEC" NA "T. S. dos Santos" "Brasil" "Bahia" "ITAPEBÍ" "Faz. Ventania Estr. velha ao Rio Jequitinhonha." 17 8 1971 "T. S. dos Santos" "1856" "Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m" "splink"
"Cavanillesia arborea" 0 0 "CEPEC" NA "M. L. Guedes" "Brasil" "Bahia" "feira de santana" "prox. a cidade. Faz. Havana." NA NA NA "M. L. Guedes" "6236" "Ambiente: Area de transiçao c/ pastagem. Habito: Árvore maior que 5m e menor 20m" "splink"
"Cavanillesia arborea" -39.528611 -15.158056 "CEPEC" "81830" "A. M. Amorim" "Brasil" "Bahia" "JUSSARÍ" "Rod. Jussari/Palmira. Entrada ca. 7,5Km de Jussari. RPPN Serra do Teimoso." NA NA NA "A. M. Amorim" "2467" "Ambiente: Mata Mesófila. Habito: Árvore maior que 20m e menor que 50m" "splink"
"Cavanillesia umbellata" -40.443889 -18.776944 "CEPEC" "125209" "J. G. de C.-Sobrinho" "Brasil" "Espirito Santo" "NOVA VENÉCIA" "Área de Proteção Ambiental da Pedra do Elefante. Trilha principal na Mata do Fuxico." NA NA NA "A. M. Amorim" "7560" "Ambiente: Mata Estacional Semidecídua. Decídua. Habito: Árvore, ca. 18m." "splink"
"Cavanillesia arborea" 0 0 "HMC" NA "Santos R.M." "Brasil" "Minas Gerais" "Januária" "APA do Rio Pandeiros" 16 8 2009 "Menino, G.C.O.; Braga, L.L.; Coutinho,C.A.; Oliveira, M.H.; Silva, W.A.;" "" "Ilha 5" "splink"
"Cavanillesia arborea" 0 0 "HMC" NA "" "Brasil" "Minas Gerais" "januaria" "" NA NA NA "Estagiarios LEPV" "" "pandeiros mata seca" "splink"
"Cavanillesia arborea 10" 0 0 "HMC" NA "Santos R.M." "Brasil" "Minas Gerais" "Manga" "Parque Estadual da Mata Seca" 10 2 2010 "Luz, G.R.; Coutinho, E.S.; Dantas, I.M.; Mota, G.S.; Mota, N.M.; Oliveira, M.H.; Rodrigues, P.L.; Silva, D.L.; Souza, M.L.; Souza, S.R.; Veloso, C.V.R.A.;" "76" "" "splink"
"Cavanillesia arborea" 0 0 "CEN" "23207" "" "Brasil" "GO" "CAMPOS BELOS" "Estrada de terra Campos Belos - Divinópolis de Goiás; a 20 km do entroncamento com a GO-118." NA NA NA "Taciana Barbosa Cavalcanti" "713" "8 m altura." "splink"
"Cavanillesia arborea" -46.583333 -13.916666 "CEN" "25654" "B. A. S. Pereira" "Brasil" "GO" "GUARANI DE GOIAS" "Floresta decídua no km 16 da estrada Posse / Guarani de Goiás." NA NA NA "Benedito Alísio da Silva Pereira" "2819" "Doação da Fundação Instituto Brasileiro de Geografia e Estatística. Herbário da Reserva Ecológica do IBGE." "splink"
"Cavanillesia arborea" -46.723888 -14.539166 "CEN" "56282" "" "Brasil" "GO" "ALVORADA DO NORTE" "Fazenda Itú (Sr. Felipe). Ponto 3." NA NA NA "Anderson Cássio Sevilha" "3084" "Tubo da corola vináceo, estames brancos. Sobre afloramento calcário." "splink"
"Cavanillesia arborea" -46.7725 -13.61556 "CEN" "56782" "A. C. Servilha" "Brasil" "GO" "SAO DOMINGOS" "Fazenda Flor do Ermo. Prop. José Pereira." NA NA NA "Anderson Cássio Sevilha" "1823" "Casca lisa com estrias rugosas de cor cinza. Casca viva verde por fora, amarela por dentro. Flores brancas quando novas e alaranjadas quando velhas." "splink"
"Cavanillesia arborea" 0 0 "VIC" NA "Valente, G.E." "Brasil" "Minas Gerais" "Viçosa" "Campus da UFV, Horto." 22 8 2007 "Valente, G.E.; Costa, C.A. da" "1976" "Árvore com cerca de 12 metros de altura. Dia 22/08/2007 totalmente desprovida de folhas. Inflorescência concentrada no ápice dos ramos com flores de cálice ferruginoso, corola branca, estilete branco com base rosada. Dia 15/10/2007, co" "splink"
"Cavanillesia umbellata" 0 0 "MAC" NA "R.A.Costa" "Brasil" "Rio Grande do Norte" "São José de Mipibú" "Tropical Eco Resort." 22 10 2006 "R.A.Costa" "34" "Árvore. Flores amarelas. Frutos verdes.HABITAT:Borda da Mata.;" "splink"
"Cavanillesia arborea" -39.5286111 -15.1580556 "MOBOT_BR" "100658377" "J. Kallunki" "Brazil" "Bahia" "Jussari" "Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata Mesófila." 13 8 1998 "André M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima Paixão" "Amorim 2467" "" "splink"
"Cavanillesia arborea" 0 0 "NMNH_BOTANY_BR" "2206906" "" "Brazil" "GoiÃ¡s" "Flores de Goias" "Alvorada do Norte." 9 9 1994 "B. A. S. Pereira" "2615" "" "splink"
"Cavanillesia arborea" 0 0 "IPA" NA "Bocage, A." "Brasil" "Pernambuco" "Recife" "Dois Irmãos, Praça de Dois Irmãos." NA 3 1997 "Alves, J.L.H." "IPA-56095" "" "splink"
"Cavanillesia arborea" 0 0 "UB" NA "Pereira, BAS" "Brasil" "Goiás" "Guarani de Goiás" "" NA NA 1996 "Pereira, BAS" "3121" "." "splink"
"Cavanillesia arborea" 0 0 "CVRD" "10544" "Folli, D. A." "BRASIL" "MG" "ITUETA" "" 7 11 2007 "Folli, D.A." "5762" "<ll>dwc_commonname:</ll> Barriguda" "splink"
"Cavanillesia arborea" -41.284297 -19.441252 "CVRD" "12533" "Folli, D. A." "BRASIL" "MG" "ITUETA" "" 3 9 2009 "Luz, A.A. da" "508" "<ll>dwc_commonname:</ll> Barriguda" "splink"
"Cavanillesia arborea" -40.331256 -19.825304 "CVRD" "13900" "Folli, D. A." "BRASIL" "ES" "ARACRUZ" "" 19 9 2012 "Folli, D.A." "6914" "<ll>dwc_commonname:</ll> Barriguda" "splink"
"Cavanillesia arborea" 0 0 "CVRD" "14487" "Folli, D. A" "BRASIL" "ES" "LINHARES" "" 13 8 2013 "Folli, D.A." "7103" "Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda" "splink"
"Cavanillesia arborea" 0 0 "CVRD" "9823" "Folli, D. A." "BRASIL" "ES" "LINHARES" "" 1 11 2006 "Folli, D.A." "5395" "Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda" "splink"
"Cavanillesia arborea" -43.915972 -19.891611 "BHCB" "130224" "" "Brasil" "Minas Gerais" "Belo Horizonte" "Museu de História Natural e Jardim Botânico UFMG, Coletada na área das plantas medicinais. Área 7." 28 9 2007 "Felix, DF; Massensini Júnior, A" "268" "Arbórea de 20 a 25 metros de altura. Fruto sâmara penta-alada de cor beje escura.; DESC: Arbórea de 20 a 25 metros de altura. Fruto sâmara penta-alada de cor beje escura." "splink"
"Cavanillesia arborea" -44.241389 -15.123306 "BHCB" "53221" "" "Brasil" "Minas Gerais" "Itacarambi" "Rio Peruaçu." NA NA NA "Costa, LV; Amado, JC" "333" "" "splink"
"Cavanillesia arborea" 0 0 "BHCB" NA "" "Brasil" "Minas Gerais" "Governador Valadares" "Campo de Sementes" 28 10 1942 "Mendes Magalhães" "2369" "" "splink"
"Cavanillesia umbellata" -44.666667 -14.381389 "ALCB" "80074" "Guedes, ML" "Brasil" "Bahia" "Cocos" "Oeste, Faz. de Joel Gonzaga" 18 7 2007 "Valadão, R. de M.; Guedes, ML" "606" "de ca 15 m de altura. Inflorescência cálice com tomentos ferrugíneos, botões róseos, pétalas e estames alvos. Frutos imaturos jovens verdes." "splink"
"Cavanillesia umbellata" -41.577778 -12.350278 "ALCB" "82626" "Guedes, ML; Prates, ARS" "Brasil" "Bahia" "Iraquara" "Chapada Diamantina, Lagoa de Santa Rita" 7 2 2008 "Venâncio, AF; Esteves, F" "25" "de ca 4 m de altura, CAP de 30 cm . Casca lisa, indivíduo jovem. Folhas simples. Material estéril.; Floresta Estacional Decídua, Solo Raso calcário." "splink"
"Cavanillesia umbellata" -41.577778 -12.350278 "ALCB" "82626" "Guedes, ML; Prates, ARS" "Brasil" "Bahia" "Iraquara" "Chapada Diamantina, Lagoa de Santa Rita" 7 2 2008 "Venâncio, AF; Esteves, F" "25" "de ca 4 m de altura, CAP de 30 cm . Casca lisa, indivíduo jovem. Folhas simples. Material estéril.; Floresta Estacional Decídua, Solo Raso calcário." "splink"
"Cavanillesia umbellata" -38.966667 -12.266667 "ALCB" NA "" "Brasil" "Bahia" "Feira de Santana" "Paraguaçu, Próximo a cidade de Feira de Santana. Fazenda Havana" 6 12 1998 "Guedes, ML; Velozo, ES" "6236" "19 m. Sem folhas, totalmente frutificada. Ocasional.; com pastagem." "splink"
"Cavanillesia arborea" -39.5286 -15.1581 "NYBG_BR" NA "J. A. Kallunki" "Brasil" "Bahia" "Jussari" "Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso" 13 8 1998 "A. M. Amorim" "2467" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2219379\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Cavanillesia arborea" -40.5211 -12.4172 "NYBG_BR" "1182814" "" "Brasil" "Bahia" "Itaberaba" "ARIE Serra do Orobó, Fazenda Leão dos Brejos." 18 1 2008 "D. B. O. S. Cardoso" "2295" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409012\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Cavanillesia arborea" -39.4953 -15.1917 "NYBG_BR" "402427" "J. A. Kallunki" "Brasil" "Bahia" "Jussari" "Itabuna, Juçari." 24 7 1967 "R. S. Pinheiro" "135" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150137\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Cavanillesia arborea" -39.5339 -15.9508 "NYBG_BR" "402428" "J. A. Kallunki" "Brasil" "Bahia" "Itapebi" "Faz. Ventania estrada velha ao rio Jequitinonha" 17 8 1971 "T. S. dos Santos" "1856" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150138\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Cavanillesia arborea" -46.58 -13.92 "NYBG_BR" "778774" "B. A. S. Pereira" "Brasil" "Goiás" "Guarani de Goiás" "No. km 16 da estrada Posse/Guarani de Goiás." 13 8 1995 "B. A. S. Pereira" "2819" "<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798383\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>" "splink"
"Cavanillesia arborea" -46.8675 -13.744167 "HEPH" "32252" "" "Brasil" "Goiás" "Nova Roma" "Entrada de Nova Roma" 25 8 2016 "Jesus, FPR de" "412" "Muito frequente; Árvore 15m; flor creme; fruto verde, fica marrom quando maduro; Campo rupestre; solo rochoso" "splink"
"Cavanillesia umbellata" 0 0 "HEPH" NA "Paiva, VF; Oliveira, MS" "Brasil" "Goiás" "Nova Roma" "" 18 8 2011 "Jesus, FPR de" "349" "Árvore; frutos jovens de cor verde; Fruto Imaturos verdes; Beira de estrada; Relevo Inclinado" "splink"
"Cavanillesia umbellata" 0 0 "HEPH" NA "Paiva, VF; Oliveira, MS" "Brasil" "Goiás" "Nova Roma" "" 24 10 2011 "Jesus, FPR de" "351" "Plântula de mais ou menos 20cm; Fruto Imaturos verdes;; Beira de estr.interna da Reserva(Borda de cerrado; Relevo Declive" "splink"
"Cavanillesia arborea" 0 0 "SPF" NA "Valente, GE" "Brasil" "Minas Gerais" "Viçosa" "" 22 8 2007 "Valente, GE" "1976" "coleta: 22/8/2007 (flor); 15/10/2007 (fruto) e 30/11/2007 (folha)." "splink"
"Cavanillesia arborea" -44.32 -13.586111 "HUEFS" "118291" "R.M.Santos" "Brasil" "Bahia" "Coribe" "Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe." 11 4 2007 "Queiroz, L.P.de" "12794" "Floresta estacional." "splink"
"Cavanillesia arborea" -42.247222 -13.296389 "HUEFS" "119342" "R.M.Santos" "Brasil" "Bahia" "Paramirim" "" 29 4 2007 "Conceição, A.A." "1975" "Caatinga." "splink"
"Cavanillesia arborea" -39.183889 -12.161667 "HUEFS" "120068" "" "Brasil" "Bahia" "Anguera" "Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá." 22 5 2007 "Cardoso, D." "1981" "Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra." "splink"
"Cavanillesia arborea" -42.225556 -13.290833 "HUEFS" "121638" "" "Brasil" "Bahia" "Caturama" "Caieiras." 5 7 2007 "Conceição, A.A." "2393" "Caatinga arbórea." "splink"
"Cavanillesia arborea" 0 0 "HUEFS" "122632" "" "Brasil" "Bahia" "Santa Bárbara" "" 2 7 2007 "Santos, R.M." "1695" "Transição caatinga - Floresta" "splink"
"Cavanillesia arborea" -44.968889 -12.376944 "HUEFS" "122673" "" "Brasil" "Bahia" "São Desidério" "BR 135." 2 7 2007 "Santos, R.M." "1736" "Caatinga arbórea e afloramento de calcário." "splink"
"Cavanillesia arborea" -44.968889 -12.376944 "HUEFS" "122710" "" "Brasil" "Bahia" "São Desidério" "BR 135." 2 7 2007 "Santos, R.M." "1773" "Caatinga arbórea e afloramento de calcário." "splink"
"Cavanillesia arborea" -44.666667 -14.381389 "HUEFS" "126672" "" "Brasil" "Bahia" "" "Faz. de Joel Gonzaga." 18 7 2007 "Valadão, R.de M." "606" "Mata decídua, antropizada." "splink"
"Cavanillesia arborea" -44.548611 -14.274444 "HUEFS" "128853" "" "Brasil" "Bahia" "" "Faz. São Domingos." 22 9 2007 "Guedes, M.L.S." "13601" "Mata de Galeria." "splink"
"Cavanillesia arborea" -40.521111 -12.417222 "HUEFS" "132053" "" "Brasil" "Bahia" "Itaberaba" "ARIE Serra do Orobó, Fazenda Leão dos Brejos." 18 1 2008 "Cardoso, D." "2295" "Fragmento de floresta estacional." "splink"
"Cavanillesia arborea" -46.7725 -13.615556 "HUEFS" "176785" "" "Brasil" "Goiás" "São Domingos" "Fazenda Flor do Ermo.Prop. José Pereira.," 8 8 1999 "Sevilha, A.C." "1823" "Mata decídua." "splink"
"Cavanillesia arborea" -46.723889 -14.539167 "HUEFS" "176843" "" "Brasil" "Goiás" "Alvorada do Norte" "Fazenda Itú, (Sr. Felipe). Ponto 3." 25 8 2003 "Sevilha, A.C." "3084" "Cerrado (Floresta Estacional Decidual)." "splink"
"Cavanillesia arborea" 0 0 "HUEFS" "24143" "" "Brasil" "Goiás" "Campos Belos" "" 16 8 1990 "Cavalcanti, T.B." "713" "" "splink"
"Cavanillesia arborea" -39.183333 -12.166667 "HUEFS" "6735" "" "Brasil" "Bahia" "Feira de Santana" "" 13 11 1986 "Queiroz, L.P.de" "1035" "" "splink"
"Cavanillesia arborea" -44.178889 -13.421389 "HUEFS" "72759" "J.G.de Carvalho-Sobrinho" "Brasil" "Bahia" "São Félix do Coribe" "2 km na estrada para Lagoinha." 17 7 2003 "Leite, K.R.B" "301" "Área de transição cerrado-caatinga" "splink"
"Cavanillesia arborea" -44.953333 -12.378889 "HUEFS" "94359" "R.M.Santos" "Brasil" "Bahia" "São Desidério" "BR 135, em direção à Inhaúmas." 6 4 2005 "Carvalho-Sobrinho, J.G.de" "475" "Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax." "splink"
"Cavanillesia umbellata" -41.063611 -13.929167 "HUEFS" "171799" "" "Brasil" "Bahia" "Contendas do Sincorá" "estrada de terra para a Faz. Vargem Grande, saindo da rodovia Contendas do Sincorá-Anagé." 11 3 2011 "Carvalho-Sobrinho, J.G.de" "2959" "Caatinga." "splink"
"Cavanillesia umbellata" -41.535278 -14.162222 "HUEFS" "171808" "" "Brasil" "Bahia" "Brumado" "estrada para Sussuarana, ca. 15km do entroncamento." 13 3 2011 "Carvalho-Sobrinho, J.G.de" "2968" "Caatinga." "splink"
"Cavanillesia umbellata" 0 0 "HUEFS" "171827" "" "Brasil" "Bahia" "Santana" "localidade de Porto Novo, 8km da vila em direção a Santana." 15 3 2011 "Carvalho-Sobrinho, J.G.de" "2987" "Caatinga sobre afloramentos calcários." "splink"
"Cavanillesia umbellata" -41.168333 -14.6375 "HUEFS" "175720" "" "Brasil" "Bahia" "Anagé" "estrada para a barragem." 16 7 2011 "Carvalho-Sobrinho, J.G.de" "3178" "Caatinga arbórea." "splink"
"Cavanillesia umbellata" -42.0725 -22.76 "HUEFS" "176071" "" "Brasil" "Rio de Janeiro" "São Pedro da Aldeia" "rodovia para Cabo Frio." 4 8 2011 "Carvalho-Sobrinho, J.G.de" "3199" "Fragmento de mata estacional na beira da estrada, com Cavanillesia, Ceiba e muitas Bignoniaceae lianescentes" "splink"
"Cavanillesia umbellata" -39.046944 -12.221389 "HUEFS" "195680" "" "Brasil" "Bahia" "Feira de Santana" "Fazenda Cruzeiro do Mocó." 13 5 2013 "Queiroz, A.S." "45" "" "splink"
